created_at;full_text_en;label;;;;;;;
06/04/2025;@MbalulaFikile A MK lion you say. Lions are brave noble creatures. MK targeted the white civilians. Too cowardly to take on the uniformed peace keepers. MK like Hamas hid behind women and children. Hamas like MK attacked the civilians of Israel. Fikele yo;p;;;;;;;
06/04/2025;IRAN. FUNDED. OCTOBER 7. Not figuratively. LITERALLY. Hamas went crawling to the Ayatollah s regime with a request for $500 MILLION to wipe Israel off the map and Iran said: Yes. This isn t funding terror. This is an act of war. Iran must be dealt with. The head of the https://t.co/6gnw0L63Bn;p;;;;;;;
06/04/2025;@theJagmeetSingh Liberals should be dropping all these hamas supporters you jagmeet should be dropping your entire caucus for the same reason. https://t.co/5nRmB0TlGe;p;;;;;;;
06/04/2025;@ApostateProphet They can never be accused of being intelligent;n;;;;;;;
06/04/2025;Israeli military changes initial account of Gaza aid worker killings @sightmagazine #IsraelHamasconflict #Israel #IDF #Gaza #Palestinians #Hamas #Rafah #UN #PalestinianRedCrescent #GazaCivilEmergencyservice #MuntherAbed https://t.co/D2FmY5NiIr https://t.co/q3OuFvXEM0;n;;;;;;;
06/04/2025;@JewsFightBack Yes. And keep in mind that the elite Hamas fighters trained in Afghanistan at the NATO bases that are now terrorist training camps. The Jihad Bros stick together! As such it s western civilization vs. the radicals https://t.co/Gnd0RwqioG;p;;;;;;;
05/04/2025;@AdjunctAgent @caseysplaice @Israel @IDF @IsraeliPM @IsraelWarRoom @israelpolice But Israel specially kills Palestinians not Hamas. Ages 0-9 to be exact https://t.co/YIhEuqKEwL;c;;;;;;;
06/04/2025;@LauraLoomer Supporters of Hamas and Antifa should be arrested and prosecuted for supporting terrorism.;p;;;;;;;
06/04/2025;@Ahbleza45 @amyjc92 @Bizarro_Videos @DisrespectedThe Trump#45 s UN Ambassador @NikkiHaley oversaw billions of Hamas funding to build underground military bases &amp;p;;;;;;;
06/04/2025;@Osint613 Now do UC Berkeley the cradle of pro Hamas law students on F1 visa. @SecRubio;n;;;;;;;
06/04/2025;@IhabHassane @aziz0nomics Willfully corrupt blind troll you are. Would you actually like to act like a real human being? Then call for Hamas to surrender and for all of our hostages to be released. If you can't or won't do it then you are Hamas and you de;p;;;;;;;
06/04/2025;#Hamas is a #Traitor to all #Palestinians and a #Collaborator of #Netanyahu and #Israel s messianic #Fascists;p;;;;;;;
06/04/2025;8/ Russia? Playing all sides. Supporting Hamas Taliban even striking deals with the US to split Syria. Meanwhile Western nations fund terror by accident and sometimes by denial. https://t.co/JopDBJxmRg;n;;;;;;;
06/04/2025;@Yemenimilitary And just like that I completely lost all sympathy for Gaza. Israel has every right to bomb away until Hamas surrenders.;p;;;;;;;
05/04/2025;@skiwithg3st @DostoNeko Yup Hamas owns all the media and it's a massive psyop https://t.co/RfJ4gPuCxL;p;;;;;;;
06/04/2025;IDF responds after Hamas hits Israeli cities in rocket attack: 'Must pay a heavy price' https://t.co/HnmMntXGiQ;n;;;;;;;
06/04/2025;@Mbcheech @_ZachFoster @haaretzcom Ok boomer. Read the 2017 Hamas Charter and try again. Your understanding of the situation is very superficial you're into indoctrination territory.;n;;;;;;;
06/04/2025;The left has always depended upon its simpletons to do it's donkey work for them BLM Antifa Occupy Wallstreet AOC Ilhan Omar Hamas protestors etc. It is no surprise so many of this riff raff wears masks. I would be embarrassed to be them as well.;n;;;;;;;
04/04/2025;@vishalsingh_oo1 @argfootball2025 No no we are strictly anti Israel. Hamas can go fuck itself for all we care.;p;;;;;;;
06/04/2025;A US KC-135R aircraft returns to Al Udeid Air Base in #Qatar after refueling F-18s during their bombing of #Yemen. It is noteworthy that in less than two weeks Al Udeid Air Base has received 42 flights by US C-17 and C-5 heavy military transport aircraft in addition to six https://t.co/cZG2xhzCTM;n;;;;;;;
06/04/2025;Yes and the @StateDept needs to also ban them from coming here! No Hamas supporters from @Keir_Starmer stan!;p;;;;;;;
06/04/2025;Hamas leaders asked Iran for $500 million in 2021 to destroy Israel within 2 years Defense minister displays letter by Yahya Sinwar and Muhammad Deif to leader of IRGC who he says accepted the request ;n;;;;;;;
04/04/2025;@Jonno2222 Fuck Hamas couldn't care less about them. Why won't you answer my simple question?;p;;;;;;;
03/04/2025;@schvadigo @13Anngreen @shahidshahizam Hamas didn't exist till the 1980s. Do you always lie or are you simply confused?;n;;;;;;;
06/04/2025;He is a lost person : Hisham al-Sayed Israeli Bedouin has been unable to communicate since his release from Hamas captivity. The mental and physical condition of Hisham al-Sayed a schizophrenic who crossed the border into Gaza and was held captive by Hamas for ten years has https://t.co/aQoEjmr4dP;p;;;;;;;
06/04/2025;Egypt wants Gazans out but at the same time it allows Hamas to smuggle weapons through the tunnels across the border.;n;;;;;;;
03/04/2025;@netanyahu Nentayahu funded Oct 7 attack and Hamas for years. Just FYI. https://t.co/x88PW9aTYa;n;;;;;;;
06/04/2025;ALL WILL BEND THE KNEE 🇺🇸;n;;;;;;;
06/04/2025;@Rally4Gaza @GozukaraFurkan yes Hamas is The most barbaric evil satanic group of subhumans;p;;;;;;;
06/04/2025;@atRachelGilmore The only aid UNWRA provides is to Hamas;p;;;;;;;
06/04/2025;@ColAndersmit @Ahmed_hassan_za A point well taken and believe it or not I agree with you on THAT point. Instead of targeting HAMAS Israel went indiscriminate - just flattened everything. THAT is where they went terribly wrong and THAT got them hated world;c;;;;;;;
06/04/2025;@FareedZakaria @barak_ehud Palestinians are being ruthlessly Crucified because of HAMAS. But Palestinians are not HAMAS. There are millions of Innocent Palestinians who are not even interested in these Stupid Politics of War between Israelis and Hamas. Wh;c;;;;;;;
06/04/2025;@GeorgeElGrey @DeGewone @VeronicaTalbot9 @Kaxi3D @Osint613 @DrewPavlou @IDF Blah blah blah Hamas needs to surrender and release the hostages. This is all on them.;p;;;;;;;
06/04/2025;Qatar Finances the Muslim Brotherhood and Its Gaza-Based Franchisee Hamas Let s Make Sure to Bring That Up Tomorrow in the White House https://t.co/oJDJ0wsQ6k https://t.co/Un3eg4eKoK;n;;;;;;;
06/04/2025;@whataboutyas @RTTHshow Hamas has committed less than 0.02% of the total war crimes.;n;;;;;;;
08/02/2025;Palestinian prisoners released by Israel after Hamas frees hostages https://t.co/VvFHk0cltY;n;;;;;;;
06/04/2025;They were killed for the same crime hamas killed over 1200 Israelites on October 7th. Wrong Place. Wrong Time. A Capital. Offense now. https://t.co/DEwDN2JpcC;n;;;;;;;
06/04/2025;@AlanRMacLeod @nytimes Hamas enacted the casus belli they're the attackers.;n;;;;;;;
06/04/2025;Edan Alexander is still being held hostage by Hamas terrorists. He is an American from New Jersey. The country cannot forget about him. He has a right to life liberty and the pursuit of happiness. Demand his immediate release! https://t.co/7CPtMYsO5d;n;;;;;;;
06/04/2025;@sunny2023ie I never said I support Hamas I don t. My views on the politics are complicated. But some things are not. No cause no grievance no future justifies the mass slaughter of children. And no decent society should ever pretend otherwise.;n;;;;;;;
21/11/2024;International Criminal Court issues arrest warrants for Israel PM Benjamin Netanyahu ex-defence minister Yoav Gallant and Hamas military chief Mohammed Deif https://t.co/p7yog2dq4q;n;;;;;;;
03/04/2025;@schvadigo @13Anngreen @shahidshahizam What? It's true. You thought Hamas existed in 1949. Objectively false information. Why don't you educate yourself a little?;n;;;;;;;
06/04/2025;@santafeez Funny. Hamas did not hide what happened on Oct/07 yet you are defending them;p;;;;;;;
06/04/2025;Do they not have garbage pick up?;n;;;;;;;
07/02/2025;Hamas releases names of next three hostages to be freed in exchange for Palestinian prisoners held by Israel https://t.co/hjhodR8w7M;n;;;;;;;
06/04/2025;Israel attacked by hamas again. You would have thought by now that with recent escalations....hostages still at stake and people dying......that this eould be knocked on the head. However here we are yet again with a tit for tat episode. https://t.co/loWvDRDIWY;p;;;;;;;
06/04/2025;Israel says everyone with lungs is Hamas!;p;;;;;;;
06/04/2025;Whoa. That is new to me;n;;;;;;;
06/04/2025;@LLyakobi17 @ZachLewis3187 @TMasudin @BrandeisU It is a war started by Hamas. People die in war. Hamas shouldn't have started this war. I'm using simple sentences so that you can understand.;p;;;;;;;
06/04/2025;@JewsFightBack He says whatever the crowd he is in front of wants to hear. Why hasn t he cracked down on any of these terrorists having illegal and violent protests on our streets and campuses? He has done nothing to stop the Hamas terrorists we have righ;p;;;;;;;
06/04/2025;@snsshsbbshsh @BadrNairobi Going off your whoever is bombed more is more of a Muwahid principle I m assuming you believe Hamas are the greatest of Allah s soldiers and the best of Muwahideen?;n;;;;;;;
06/04/2025;Gaza's children struggle with life-changing injuries from ongoing Israel-Hamas war https://t.co/im4PQegEvK via @60minutes;n;;;;;;;
06/04/2025;Senior Israeli official traveling with Netanyahu's delegation in Hungary interviewed by Haaretz: What we would like to see is that we rescue the hostages eliminate Hamas and that there is a large-scale opportunity for voluntary migration. https://t.co/cwIk8ctF9W https://t.co/ATxHHzal9L;n;;;;;;;
06/04/2025;@cswir @ChiPubSchools Zionists came in 1948. Hamas has only been around since 1987.;n;;;;;;;
06/04/2025;@AlanRMacLeod @nytimes Israel didn t just attack Gaza as we can see before the 7th October Gaza was Rafa was still standing before the 7th October in Gaza people were celebrating laughing having fun on a beach what ever Gaza Hamas did on the 7th definitel;p;;;;;;;
06/04/2025;So basically the medics were in fact Hamas.;p;;;;;;;
15/01/2025;Israel and Hamas agree Gaza ceasefire and hostage release deal source briefed on the talks tells BBC Follow live https://t.co/PkyjBufnoc;n;;;;;;;
10/02/2025;Hamas says it will postpone release of the next set of hostages accusing Israel of violating ceasefire deal Follow live https://t.co/iJXTeP6E1Z;n;;;;;;;
06/04/2025;He's right it wasnt an ambulance. It was a Hamas Uber.;p;;;;;;;
06/04/2025;60 Minutes 4/6/2025 - The War on Gazas Children https://t.co/wJLoPn4AIs;n;;;;;;;
06/04/2025;@ousmannoor Hamas stated that there was no genocide and that there are 60k more Palestinians now that when the war started a genocide where afterwards you end up with more Arabs than when you started even Hamas has stated there was no genocide and these l;p;;;;;;;
25/01/2025;Israel says 200 Palestinian prisoners have been released hours after Hamas freed four Israeli hostages Follow live updates https://t.co/vTGu60Wq6B;n;;;;;;;
03/04/2025;@schvadigo @13Anngreen @shahidshahizam Untill 5 minutes ago you thought Hamas existed in 1940s. You ignorance is open for everyone to see;n;;;;;;;
06/04/2025;@Panchitodeoggun @root_xsf Hamas has killed less than 50 children in 20 years of war. This shows remarkable restraint. Israel is at 25 000 in 6 months Math is hard;p;;;;;;;
06/04/2025;The brutal kidnapping captivity and murder after 11 months of American Hersh Goldberg-Polin is another reason Israel remains at war with Hamas until that demonic blight on humanity is destroyed.;n;;;;;;;
06/04/2025;@wondermann5 Kamala was for working toward a two state solution (after Hamas was eliminated). Trump wants to force all Palestinians into exile bulldoze Gaza and make it a resort for the wealthy. The difference was clear even before the election.;n;;;;;;;
06/04/2025;@Witkacy101 You had me and I agreebwith everything you say about my beloved country until you stated you were a supporter of Palestine which is the same as being a Hamas supporter. I've been to Gaza. You don't know these people. They are terrorists or the;p;;;;;;;
18/01/2025;Israel-Hamas ceasefire in Gaza will come into force at 06:30 GMT on Sunday mediators announce - follow updates https://t.co/d7ZTrQZw6m;n;;;;;;;
06/04/2025;#IranRegime HQ of evil https://t.co/YqpC9yKUuw;n;;;;;;;
06/04/2025;Hamas is a death-cut which seek to sacrify Gaza on the alter of causing minor damage to Israel. Now they have destroyed Deir al-Balah because the fired rockets on Israel from there. Time for the people of Gaza to remove Hamas from power return the hostages and end this;p;;;;;;;
06/04/2025;People like Mehdi Hasan and Glenn Greenwald insist these massive rallies are simply pro-Palestinian and have nothing to do with supporting terrorism. So why did thousands gather outside the Nova Exhibition in NYC waving Hamas and Hezbollah flags? https://t.co/ZUKlII3lXo;p;;;;;;;
06/04/2025;https://t.co/yKucNy9xN4 The first story I've seen on TV about Gaza massacre. Last week they told about hamas' attack on Israel (again). Now finally Gaza. This is an American television news show on Sunday nights 🇵🇸;n;;;;;;;
05/04/2025;@ravenshideyhole @GlennFenfenski Today they cannot decide between 'the medics are hamas' and 'the people that killed the medics are hamas' It's spectacular to watch;n;;;;;;;
06/04/2025;I bet IDF killed him. there are no hamas left in gaza... its just IDF and civilians.. mostly kids. or he was killed being Israels explosive removal teams.. cause they dont do that.. tRump gave them our guys for that task.;c;;;;;;;
22/02/2025;Five Israeli hostages handed over by Hamas in public ceremonies with sixth to be freed separately later Follow live: https://t.co/Y3qeoLYmCq;n;;;;;;;
06/04/2025;A horrifying and disgusting Gaza report on 60 Minutes. I thought they said 635 health centers had been attacked by the IDF. The IDF complains Hamas uses the centers as human shields. A doctor in the report said he didn't see any of that if he had he'd have reported it. There's;n;;;;;;;
15/01/2025;Qatari PM confirms ceasefire deal has been agreed between Israel and Hamas and it will take effect on 19 January https://t.co/0fJMsNCbt1;n;;;;;;;
04/04/2025;@badgolfer99 @URatioRegum @realChrisBrunet You want my honest answer? Special ops mostly. Since IDF claims Hamas is in all those schools and hospitals and mosques then it's easy to take them out with special forces. It's what they are designed to do. We a;n;;;;;;;
06/04/2025;An important reminder that Pod Save America had no problem platforming the virulent anti-Semitic lunatic Hasan Piker. And rather than asking him about any of these vile statements he s made towards Jews they simply joined forces to condemn Israel - without a peep about Hamas or;p;;;;;;;
05/04/2025;@suanchinfoo Couldn't care less about Hamas I'm more fascinated with Nazis like you;p;;;;;;;
04/04/2025;@ramendik @beckyzoole Israel funded Hamas and got caught doing it;p;;;;;;;
06/04/2025;This was the plan all along. Nothing 2do w/ hostages or Hamas. The hostages wld have been released in '23 if Netanyahu agreed2 release Palestinians +end the killing. Biden said Jan '24. If he'd continued2 stage 2 hostages wld have now been released. Annihilation +ethnic cleansing;n;;;;;;;
06/04/2025;UAE Foreign Ministry: Foreign Minister Abdullah bin Zayed receives Israeli Foreign Minister Gideon Sa'ar to discuss bilateral relations and current developments in the region. https://t.co/FbQESurz28;n;;;;;;;
06/04/2025;@MotazSaleh2001 Once the hostages are released and Hamas surrenders or Hamas is completely destroyed the war will be over. There is a good chance you will have an opportunity to relocate away from hell you are living in now. Take it and build a good life ;n;;;;;;;
19/01/2025;Three hostages held by Hamas expected to include British-Israeli Emily Damari released as part of ceasefire deal - follow live https://t.co/btK6oMEEPO;n;;;;;;;
06/04/2025;@VividProwess Hamas really is trying to get Gaza completely flattened huh?;p;;;;;;;
04/04/2025;@alex_oren98975 What does Hamas have to do with Israel mainly killing chicken ages 0-9 and young females though? Isn't it weird to focus on them and not the ones committing a genocide? Logically speaking;p;;;;;;;
06/04/2025;@AssiSousana I love how there's literally no Hamas in the video;n;;;;;;;
06/04/2025;Don t show the moron Kahlisee below the box office grosses of West Side Story . Which was a sure thing remake until Hamas Zegler got into it.;n;;;;;;;
07/05/2024;Despite reports that Hamas is willing to accept a ceasefire deal the zionist entity presses forward with its blood-soaked plot. Make no mistake: in their eyes this is the final solution to the Palestine question. The zionist entity aims to wipe Gaza off the face of the earth.;c;;;;;;;
06/04/2025;@mihaschw Shai Davidai is in this picture he s part of the problem. He supports a boycott of Israel and from day one has advocated peaceful means with Hamas USA.;n;;;;;;;
06/04/2025;60 Minutes piece on maimed &amp;n;;;;;;;
06/04/2025;@Mr_Andrew_Fox Do you know what OPSEC means? Serious question. What operation was taking place on 7 October that Hamas exploited to conduct the attack?;n;;;;;;;
06/04/2025;Shaiel s analysis is more based and accurate everyday. Indeed: it is obvious 🇮🇱 isn t trying to destroy hamas militarily (this would require either an attrition strategy or a governing-alternative-plus-counterinsurgency-operations strategy neither of which are being attempted).;n;;;;;;;
06/04/2025;@HowidyHamza @academic_la It s tragic. Hamas should release the hostages.;n;;;;;;;
06/04/2025;@RodgersTed @VerminusM While Hamas may have fired more rockets (~34 776) in the current conflict than Nazi Germany did (~11 592) in WWII their total destructive force is far less. Germany's V-1 and V-2 rockets had warheads of 850-910 kg totaling ~10M kg o;p;;;;;;;
06/04/2025;BREAKING: Hamas have been firing Rockits at Isralei Gaza just fired 10 rockets towards Israel with one intention only to kill as many Israeli civilians as they possibly can. It's been 548 days and Gaza still has rockets. Read that again;c;;;;;;;
06/04/2025;There was opposition to Hamas long before the war though much of it remained hidden for fear of reprisals.;n;;;;;;;
04/04/2025;@vishalsingh_oo1 @argfootball2025 Wtf are you even talking about and what does Hamas have to do with anything?;n;;;;;;;
06/04/2025;I have not jumped on the bandwagon to condemn Israel for firing on the ambulances and unmarked vans and paramedics along with men in civilian clothing with automatic weapons because Hamas has a very long history of Al Qassam soldiers doubling as paramedics and using ambulances to;n;;;;;;;
06/04/2025;IDF responds after Hamas hits Israeli cities in rocket attack: 'Must pay a heavy price' -We must defeat Hamas! https://t.co/0SNQGWvxc7;n;;;;;;;
06/04/2025;This isn t actually what happened. The IDF says they detained a Hamas member and left his car. Ambulances made an unannounced stop so IDF thought they were a threat and fired. They buried the bodies - and informed UN who couldn t find them. Meanwhile assumptions mounted up. https://t.co/SORrhT7R4B;n;;;;;;;
04/04/2025;@johnny4peace @owenjonesjourno Do you hate Hamas for the hordes of Israelis laughing at the dead children too?;p;;;;;;;
06/04/2025;Canada's Frau Eva Braun @melaniejoly is a neo-Nazi a Hamas Terror Supporter wants Jews dead and is a diabolical supporter of everything evil in this world.;p;;;;;;;
06/04/2025;Once again @CherylWroteIt debunks a New York Times story of a bogus war crime attributed to the IDF. If there was any war crime it was on Hamas for using ambulances to ferry combatants.;p;;;;;;;
06/04/2025;@brianlilley So being against a genocide makes you pro Hamas? So you are pro genocide?;p;;;;;;;
06/04/2025;What? I m seeing people trying to convince themselves that stock crashes and oil dips are fine akshually.;n;;;;;;;
04/04/2025;@Francesforbesca @Kate_RMN @MedicalAidPal @TheBMA What does supporting Hamas have to do with this?;n;;;;;;;
06/04/2025;.@FoxNews It's not a surprise now why Trey Yingst is blocking every Zionist account that comments on his posts. He is not a journalist but another propaganda tool for Hamas.;n;;;;;;;
06/04/2025;@YasirNaqviCDN Your Hamas supporting friends are causing a few disturbances ànd creating fear amongst a large Canadian community. Any comment?;n;;;;;;;
04/04/2025;@77RTC77 @owenjonesjourno I love how dumb the pallywood people are. Not a single time has the IDF found any of these imaginary dolls that Hamas must be pumping out. Even the IDF thinks the pallywood group are dumb.;n;;;;;;;
06/04/2025;@kaisos1987 Since BiBi is not willing to listen the region must find a way out of this mess Netanyahu should have resigned today after Hamas rockets.;n;;;;;;;
06/04/2025;@Jordmcl1 @doctor_rahmeh @OmarHamadD Why do you side with Hamas? How can anyone sympathise with monsters? Is it just because you hate Israel so much you support anyone else who does? I am disgusted by the massive support I've seen for Hamas since October ;p;;;;;;;
06/04/2025;@CherylWroteIt Such an excellent breakdown. I ve been following this insane story . Understanding that Hamas has transported utilizing @Palestine_UN Red Cross vehicles has not been covered by Canadian (or any) traditional media.;p;;;;;;;
06/04/2025;Ain Media also employed Gazan journalist Ibrahim Lafi who was killed on 10/7 at Erez Crossing which Hamas breached in order to kill Israelis throughout southern Israel. No mere journalist was at Erez Crossing on 10/7. Only participants. Terrorists.;n;;;;;;;
03/04/2025;@not_Hans640 @TheSeeds137594 @ytirawi @receipts_lol It's strange that the IDF never finds any evidence of that when they do in or any of the thousands of pallywood dolls that Hamas is apparently using eh?;n;;;;;;;
06/04/2025;@CherylWroteIt Exceptional analysis Cheryl. A few points: 1. As you point out there are clearly the sound signatures of multiple firearms many of them unsuppressed with a signature similar to those used by Hamas (AK47 M4 AR15). 2. The person on the phone ;n;;;;;;;
06/04/2025;@HaidarHashmi0 This is not a solider from IDF Wrong shoes Is it another Pallywood production;n;;;;;;;
06/04/2025;Have @MarkJCarney and the @liberal_party been bought off by Islamist Extremists Hamas Supporters and Radical Islamic Jihadists in Canada? It is HIGHLY SUSPICIOUS that the Federal Government are permitting these throngs to destroy Jewish businesses and property shill AGAINST;c;;;;;;;
06/04/2025;@krok_o_dyle @chadutanun @gghamari The October 2023 Hamas attack and March 2025 Israeli strikes are separate military events distinct in timing and immediate triggers with a ceasefire in between. However they re linked by the ongoing conflict especially t;p;;;;;;;
04/04/2025;@badgolfer99 @URatioRegum @realChrisBrunet I don't think so because we all know the IDF is making it up and Hamas is deep in the tunnels. You'd still have the odd ambush but not much of a casualty rate. I think the reason they don't do it is specifically ;n;;;;;;;
06/04/2025;@twinyAI_ @TheRISEofROD @elonmusk @POTUS @herbert_kickl The War of Rebirth is Netanyahu's term for Israel's current multi-front conflict framing it as a pivotal moment for national renewal echoing the 1948 War of Independence. It ties to the War of 7 Fron;n;;;;;;;
06/04/2025;@nursechristin69 @gghamari @Gronk Europe s facing a tough mix of rising terrorist attacks migration challenges and global tensions. Some attackers have entered as asylum seekers exploiting borders like 44 linked to 32 plots since 2014. Geopolitical shocks;n;;;;;;;
06/04/2025;@Zwitter81 @gghamari An AI made by the Islamic community might list terrorist groups differently likely including universally condemned ones like ISIS and Al-Qaeda while possibly excluding groups like Hezbollah or Hamas seen as resistance movements in som;p;;;;;;;
19/08/2024;LIVE: THOUSANDS PROTEST OUT OF THE DEMOCRATIC NATIONAL CONVENTION IN CHICAGO For over ten months the Democratic Party has supported the genocide against our people in Gaza by aiding and abetting the colonial state of Israel. Today thousands are out in the streets from https://t.co/Ow1oroQeb2;n;;;;;;;
16/10/2023;Israel is breaking international law! Here is why... https://t.co/CX9kejqHOV;n;;;;;;;
27/07/2024;Israel Paraguay Match: the ppl with Palestine 🇵🇸 RESULT: PARAGUAY 4 ISRAEL 2 https://t.co/9ubRIZ1VfS;n;;;;;;;
06/04/2025;#Iran's #IRGC releases a Threatening &amp;n;;;;;;;
02/11/2023;Israel has a long history of lying #Palestine https://t.co/6E7kcSIs3L;n;;;;;;;
06/04/2025;Hey @marclamonthill! I know this is a long shot but I'd love for you to watch the first part of my three-part docuseries on a country extremely similar in nature to Israel: Sri Lanka. Let me know if you'd be interested in talking about this! https://t.co/3reLAPGXdO;n;;;;;;;
30/07/2024;A little girl her once beautiful face disfigured by skin disease ravaging children due to pollution and the lack of medicines that the Israeli occupation prevents from entering Gaza. https://t.co/fylGdXG5KH;c;;;;;;;
30/05/2024;What is All eyes on #Rafah 🇵🇸 mean? Rafah is in crisis. After 236 days of suffering Palestinians were forced to flee their homes for makeshift tents in Rafah promised as a 'safe zone' by Israel but even there they face brutal attacks. https://t.co/MpgfS4PMxp;c;;;;;;;
29/11/2023;A recently launched app helps people identify products from Israel allowing them to make informed choices and avoid supporting genocide. https://t.co/56yNyjoRss;c;;;;;;;
06/04/2025;Fuck Israel !!;c;;;;;;;
06/04/2025;Vancouverites Stand with Israel #we_stand_with_israel #free_israeli_hostages #Javid Shah_Merz_Geth_Iran https://t.co/fwx2f7elc;p;;;;;;;
25/01/2024;111 Days of Israel s ongoing aggression on Gaza. https://t.co/S0mf3o6sPd;n;;;;;;;
06/01/2024;21 family members murdered by Israel https://t.co/z5MUEiUZOH;n;;;;;;;
06/04/2025;Baby Killers @Israel #GazaHolocaust;c;;;;;;;
06/04/2025;Fuck Israel ...;c;;;;;;;
15/07/2024;There isn t one. Palestine doesn t exist. https://t.co/syz7kuS7PR;p;;;;;;;
01/11/2023;Israel has no regard whatsoever with the lives of the native Palestinian population on whose land land they occupy. #Jabalia #Gaza https://t.co/iQawirsPWn;c;;;;;;;
06/04/2025;Taiwan has agreed to drop ALL tariffs on the United States joining India Israel Vietnam and Cambodia who also intend to zero out their tariffs Over *50* countries have called to negotiate with Trump so far. --What you've seen so far is Trump laid out tariffs across https://t.co/QUg36jK2Ae;n;;;;;;;
06/04/2025;Why does Jesus call a woman a dog!? Sunday Jesus Service Music until start... https://t.co/URvG0BMXMl;n;;;;;;;
06/04/2025;Iran and Yemen need to go after Israhelli nuclear site soon. Dump maximum stuff on it. @khamenei_ir @Yemenimilitary @Voice_of_yemen;n;;;;;;;
26/02/2024;This little kid who is almost one year old suffers the pain of displacement and cries due to the dire situation that the Israeli occupation created in Gaza. https://t.co/zVJvLAZNKm;n;;;;;;;
07/11/2023;An anti-zionist Jew provides perspectives on the oppressive actions of the Israeli occupation in Palestine. https://t.co/VlWwT3WuOi;n;;;;;;;
06/04/2025;Now do Israel.;n;;;;;;;
15/11/2023;In Hebrew it says philisteenah. That is Palestine.;c;;;;;;;
16/11/2023;history lesson there is no such Race in history of a Palestinian they are actually Jewish descent Israel goes back to 2000 BC thats Before Christ Israel is known as one who prevails with God or let God prevail Palastine was created in 1917-1947 so who is trying to take over? https://t.co/pk4DYbo8ao;n;;;;;;;
15/10/2024;[WARNING: Graphic] The bombing of tents sheltering displaced Palestinians at Al-Aqsa Martyrs Hospital in Deir Al-Balah by Israel is beyond devastating. The horrifying images of Shaban Al-Dalou his mother Alaa Al-Dalou and other civilian being burned alive are unbearable a;n;;;;;;;
01/08/2024;Israel-Palestine: No sovereignty No two state solution... https://t.co/f1GsMmZbHL;c;;;;;;;
28/08/2024;🇯🇴WEEKLY REMINDER🇯🇴 A Palestinian state already exists. It s called Jordan. https://t.co/zkPIeLjKkB;p;;;;;;;
06/04/2025;@DOGE__news DOGE do your thing;n;;;;;;;
02/06/2024;@SuppressedNws Palestine (אי) = Palestine land of Israel. Or as you can see here arabs were siding with nazis to boycott the ZIONIST good of palestine Thank you for proving that palestine always jewish. https://t.co/S11vpkEV61;p;;;;;;;
13/01/2024;The devastating consequences of the genocidal war on Beit Hanoun in northern #Gaza are profound and heartbreaking. https://t.co/5BZeZ8dZx4;n;;;;;;;
11/01/2024;Palest. in #Gaza are entitled to exist. To situate the rights to exist.What is happ. in Gaza entails a destructive act by an occup. Pwr that has subjected the Palest. ppl for violations of self determination for 1/2 a cent. Israel for years has regarded itself as above the law https://t.co/WZdHpIfMDV;c;;;;;;;
09/01/2024;Israel will be destroyed Jerusalem and Gaza will be free. ⭕ This is the promise of Allah. You don't have a doubt. ⭕ Keep our feet and heart intact. https://t.co/jvb08ahwns;c;;;;;;;
15/09/2024;Peel back as many years as you want. Israel has always been Israel Palestine has never existed. https://t.co/AB4Bt22uXK;p;;;;;;;
02/01/2025;According to 1zrae1i officials they will not rest until they do to the P1estinians what H!tler wanted to do to the Jews! Guess what that makes them? https://t.co/K1g4KD6vVv;c;;;;;;;
06/04/2025;Every cent and piece of gear biden designated for ukr needs to go straight to Israel.;n;;;;;;;
06/04/2025;No words to explain this Israel does all of this https://t.co/UUhyib9vfA;n;;;;;;;
04/09/2024;The message to 1sr@el is very clear: Get out of P@1estine it is NOT your country. https://t.co/ZkcbEaARLG;c;;;;;;;
06/04/2025;From the river to the sea Israel will be free ( from their existence);c;;;;;;;
06/04/2025;Ummah needs to deal with Zionistss quickly for Palestine with whatever power and tools available with you. Ignore your coward and traitor leaders.;c;;;;;;;
06/04/2025;LIVE / Worship /Jerusalem / Israel / Soaking Worship Music / Magi G https://t.co/VXnLvDdOs0 via @YouTube;n;;;;;;;
14/10/2024;N @z1 1sr@el is burning P@1estinians alive. N@z1 Germany put Jews in gas chambers. If 1sr@elis are bothered by being called naz1$ then they shouldn't act like n@z1s or even worse! https://t.co/JQpScmt4xM;c;;;;;;;
15/10/2023;It is the states in which this photo could never be taken that could prevent peace between Israel and Palestine for decades. #Istandwithisrael to the only country far and wide in the Middle East in which all people can live and love as they want. https://t.co/mbkmpw0vtc;p;;;;;;;
30/11/2023;ISRAEL HAS TO GO TOO! https://t.co/KtogaIhUQb;n;;;;;;;
24/04/2024;#StopArmingIsrael from emergency Passover in Pittsburgh University the UK. https://t.co/XT8u0Z3Cch;p;;;;;;;
11/07/2024;Their immovar and courage is a thousand times greeting. Most broken up in Israeli video video https://t.co/yTxsbiul2m;n;;;;;;;
02/05/2024;Israeli female soldier through her provocative comments deliberately denies the very existence of Palestine. https://t.co/fkO1IiQZyv;n;;;;;;;
15/10/2023;Israeli military ordered 1.1 million Palestinians to evacuate their homes from the north to the south and then warplanes bombed them. #GazaUnderAttack https://t.co/qzwJATShPD;n;;;;;;;
