created_at,full_text_en
2025-04-06,It is not anti-Catholic to hold the state of Canada to account for its genocide of Indigenous peoples and it's not anti-semitic to hold the state of Israel for the genocide of Palestinians. All states around the world must follow international human rights laws. It doesn't
2025-04-06,i am considering purchasing a rickenbacker even though every bassist who's ever played a rickenbacker has not enjoyed playing a rickebacker
2025-04-06,Rwandan genocide: thousands dead. Kagame's role controversial. Involved in DRC wars (millions dead). Kagame's responsibility in the Great Lakes killings: open question. Rwanda DRC GreatLakes
2025-04-06,Let hope be your guiding light inspiring you to build a brighter future for our nation and generations to come.Embrace the journey from the darkness of the Genocide against the Tutsi 1994 in Rwanda  to the light of a new beginning filled with hope and promise.
2025-04-06,Tel Aviv and Berlin - a perfect match based on our common values of barbarity and genocide.
2025-04-06,I just signed a  petition: Microsoft: End Complicity in Apartheid and Genocide. Sign here:
2025-04-06,As we remember the Genocide against the Tutsis in Rwanda we join our voices together to say: Never Again Must Mean Never Again! Kwibuka31 VisitRwanda
2025-04-06,As we mark Kwibuka31 we remember the over one million innocent lives lost during the Genocide against the Tutsi. To all survivors your strength courage and resilience inspire us every day.
2025-04-06,Mitdash Stands together with the Rwandan Community to commemorate the 1994 Tutsi Genocide. Remember we build memory31 mitdash
2025-04-06,Gaza: Genocide in the Age of Artificial Intelligence and Global Surveillance  via
2025-04-06,Today we remember 31 years since the genocide against the Tutsi in Rwanda. We honour the victims stand with the survivors and commit to fighting hate in all its forms. Kwibuka31 RememberUniteRenew
2025-04-06,Today marks 31 years since the 1994 Genocide against the Tutsi. As we begin the official commemoration week we honor the memory of the victims and reaffirm our commitment to remembrance unity and renewal. Turibuka Twiyubaka! Kwibuka31 WeLoveYouRwanda
2025-04-06,TRUMP: Lebanese Hezbollah &amp;;;
2025-04-06,Genocide Gaza Israel GazaHolocaust IDF stockmarketcrash bbtvi IsraelTerroristState This is a human being being burned in front of the world. The ones who burned him were the Jews.
2025-04-06,They are spineless selfish greedy maggots afraid to stand up for Auschwitz camp of Gaza daily slaughter of civilians. You re also accomplice in this genocide may be dreaming to enjoy the future riviera planned by the orange clown on the graves of Palestinians shame on you
2025-04-06,&gt;;;
2025-04-06,Who says genocide has to be depressing?
2025-04-06,After the laurea honoris causa in Hungary genocide criminal cross Italy  France  and arrive in  a HELL of welcome with bloody carpets  USA wake up
2025-04-06,Very brave Microsoft engineer Ibtehal Abu Saad disrupted the company s 50th anniversary accusing AI chief Mustafa Suleyman and Microsoft of aiding Israel s genocide in Gaza through tech and military contracts.
2025-04-06,Today marks 31 years since the 1994 Genocide against the Tutsi. Remember Unite Renew Kwibuka31
2025-04-06,X is deleting pro-Gaza accounts. Muslims are being brutally killed before our eyes. Innocent kids with dreams &amp;;;
2025-04-06,Beshear is the only one of those that I would approve of running and even then only if Pete Buttigieg stays out. Nominating a woman again is risky and Newsom is an ignorant person that stands for nothing while Shapiro supports genocide in the West Bank.
2025-04-03,The most well documented genocide in the history of mankind bar none.
2025-04-06,57 countries exposed by Gaza Genocide
2025-04-06,Well i would summon one like you to fight a kid that wants to commit genocide on a large scale and then watch Also you didn't need to remind of my romantic failure of life
2025-04-06,Gaza children Gaza_in_Genocide GazaGenocide
2025-04-06,Download  and  to ensure that you are not purchasing items that are complicit in Israel's genocide. We do what we can with the choices that we have. We must keep ramping up our efforts. Boycott Israel. Boycott those who are related to Israel.
2025-04-06,How many students support genocide?
2024-11-07,From  JAIL SUPPORT NEEDED 2 protestors were arrested after Palestinian students and community members disrupted genocide denier and notorious sellout Yossef Haddad's event in Chicago. ZIONISTS AND CPD ARE GETTING AGGRESSIVE Mobilize to jail support now!
2025-04-06,Gaza children Gaza_in_Genocide GazaGenocide
2025-04-04,Only sick individuals will focus on the victims of a genocide and ignore those committing it. You are a sick individual
2025-04-06,The last chapter: 2022-2026: The final collapse of russia after starting a war of conquest and genocide against Ukraine return to the Middle Ages to see if it is possible to create a normal country from it.
2025-04-06,The taliban genocide of women
2024-11-21,ALL OUT TO SARAH LAWRENCE COLLEGE! DEFEND THE STUDENT INTIFADA! For over 400 days our institutions have ignored the genocide of our people in Gaza we DEMAND that they disclose their financial investments and they DIVEST FROM DEATH Rally to Demand Disclosure Divestment
2025-01-29,DROP THE CHARGES AGAINST UMAYMAH MOHAMMED: EMORY STUDENT UNDER ATTACK We stand unequivocally with Umaymah and her truthful statements that any physician-faculty who served in the IOF these last sixteen months perpetuated genocide.
2025-04-06,END THIS GENOCIDE
2025-04-06,Oh yeah the wealth tax she was TOTALLY gonna try and pass right after she stopped the genocide right?
2025-04-04,I think the issue with Indians is their ignorance. For instance most think that Kashmir is horrific where around 300-400 children died but don't think Gaza is a genocide where 20 000 children have been killed and where Israel mainly kills children ages 0-9. Not adults.
2024-11-21,TOMORROW students lecturers professors and university staff members across the globe will refuse to attend classes or go to work. We will be bringing our institutions to a grinding halt as the struggle against Israel's genocide of the Palestinian people and against the states
2025-04-06,yo  genocide is bad but so is she
2025-04-06,Genocide clear as day.
2025-04-06,Israel is a terrorist entity committing genocide and apartheid with the support of USA UK Europe and the coward Arab leaders. Zionists are barbaric and can't be among the civilized nations of the world
2025-04-03,Western university students are doing more than the entire Arab world combined to end the genocide. Except Yemen of course
2024-11-22,Statement on recent events: Four students of color at the University of Rochester were arrested for exposing administrators and trustees ties to genocide and repression. In response the University has deployed the full arsenal of the criminal legal system to punish them.
2025-04-06,Stop the Genocide_in_Gaza please
2025-01-21,Harvard s response to the genocide in Gaza:
2025-04-06,The sanitising of genocide &amp;;;
2025-04-06,More from the most moral army in the world Genocide_By_Israel GenocideinGaza WarCrimes
2025-04-06,Yousef is EXHAUSTED from this GENOCIDE Food and water are rare and very costly. With your help he can SURVIVE and his family too. Please DONATE TO HIM AND SHARE.
2025-04-06,Never forget this list. They are all genocide facilitators and helpers. They should pay as Israel will...
2024-10-08,The pro genocides don't have any argument to justify why they do support genocide instead of humanity &amp;;;
2025-01-15,Today January 15 a ceasefire ends 15 months of israel's horrific genocide in Gaza. Today Palestinians celebrate with those around them;;;
2024-12-14,from Vassar SJP on IG: Early this morning a group of autonomous actors tagged Vassar College a neoliberal corporation manufacturing consent for and investing in israel's ongoing genocide in Gaza the occupation of the West Bank and the recent zionist escalations in Lebanon
2025-04-06,Ashraf and his family are facing the harsh reality of genocide and famine . The most basic needs food clean water and other essentials are now completely out of reach where a single bag of flour costs over $200 pls donate and share
2025-04-06,Yep. They wanted genocide.
2025-04-04,Muslims in India don't support the genocide though generally speaking
2025-03-24,Our universities have long established themselves as factories that produce ideological and vocational training for US imperialism. In this mission they serve as direct arbiters that facilitate the ongoing genocide of the Palestinian people.
2025-04-04,You knowingly or unknowingly fund the genocide. Muslims can't even do something as simple as collectice boycotting. It's shameful
2025-04-06,Our society is imploding and your method of coping is to come online on this app to scream at dying civilians during a genocide. Fascinating to watch truly
2025-04-06,Connect. You voted for GENOCIDE. AND. ANNEXATION.
2025-04-06,So you wanna tell us that oppression occupation land theft expulsion and genocide are common values for Tel Aviv and Berlin? Wow.
2025-04-06,In the near future it shouldn't surprise anyone if States take actions against people like this. Sowing discord and promoting the genocide of my people while having a massive online following? That's a national security threat
2025-04-06,Damn Americans are so racist this is their response when confronted by the genocide their tax dollars pay for. That country is doomed man.
2025-04-06,How will history judge the USA EU and the UN for allowing this GENOCIDE to go on!?
2025-04-06,Beginning with the Napoleonic wars and then on to World War 1 2 and this current incarnation those are all Jewish conspiracies to genocide as they call non Jews the Goyim. That's primarily White Supremacists or Gentiles. Again it's a conspiracy for genocide.
2025-04-06,Funny how same people think South Africa correcting its land ownership laws amounts to GENOCIDE.
2025-03-13,As we watch students across Turtle Island mobilize in response to Mahmoud's illegal detention we are reminded of what Mahmoud was detained for organizing against the genocide his people and for the liberation of his homeland.
2025-04-06,guys please we need to bring more attention to what is happening in congo. an ongoing genocide being sponsored by the west and landslides caused by global warming they do not contribute to. please speak up and help!
2025-04-06,Stop Genocide stop killing of innocent people of Palistine Oic wakes up when you wake up when they attack you Be a Responsible Muslim a good Muslim.
2025-04-03,All noise to distract from the genocide they are committing.
2024-12-14,The Palestinian fight for liberation is inextricably linked to the liberation of Black and Indigenous peoples in the united states. Vassar College occupies Munsee Lenape land and continues to benefit from the genocide of Munsee Lenape peoples. Similarly the college is
2025-04-06,Total dehumanization of Palestinians is a core Zionist value. But in this moment more Zionists feel compelled to spell it out. Language is simply keeping up with genocide.
2025-04-04,Muslims literally fund the genocide with their money unknowingly
2025-04-04,Very true. Don't you think he will have more mercy for those that take action to stop the genocide as opposed to those who could have done something but did not?
2025-03-20,As the genocide continues in Gaza students remain steadfast in their solidarity with Palestine. Learn more:
2025-03-13,SIGN THE PETITION   college has suspended a student for using a MEGAPHONE to hold their admin accountable for ties to genocide. Student power will not be silenced. We will continue to fight from divestment to liberation.
2025-04-06,can you not and besides the issue of genocide in the DRC. Even after 2-3 years don t buy one.
2023-10-28,This is not a war it is a crime against humanity this is genocide. We are the voice of Palestine now. Pray for them now FREE PALESTINE!!  .FreePalestine .CeasefireNOW
2024-12-31,While the U.S. Empire and the Zionist entity increased their aggression against our families and loved ones in Gaza and across the region the Student Movement across the world stood up and fought back against their institutions' complicity in genocide.
2025-04-05,Nonsense Afghanistan is very mild compared to this stuff. Mainly because Afghanistan was an actual war and the focus was not on killing children. The footage I shared with you if pure genocide. Worth checking
2025-04-06,Criminal attack
2025-04-06,Powerful show of force to the warmongers and billionaires that the people will not be intimidated and that we will remain on the streets in defense of the Palestinian people and our collective humanity. FREE PALESTINE! End the US-backed Israeli genocide in Gaza!
2025-04-06,Hey madam. Big fan of your work. Do you care to comment on the Christian ethnostate brewing over here and the new age alt-right fascism growing across the globe or the genocide in Gaza instead of making your way through the alphabet to shit on innocent people all day?
2025-04-06,Because I vehemently oppose genocide apparently I am anti-Semitic and an extremist. It sounds crazy because it is crazy. IsraelTerroristState
2025-04-06,They even work with Israel. It's just being useless to stop genocide it's being complicit in the murder and torture of Palestinians. Shame. Shame on them. Shame on those who follow them. Would you follow evil murderers &amp;;;
2025-04-06,Do you think they will they impeach him for
2025-04-06,The demonic timeshare protection racket aka the US-backed imperial outpost colony continues its extermination campaign. To all who engaged in genocide denial: it s been documented. It won t be forgotten. We ll make sure that stink never leaves you.
2025-04-06,Israel is committing genocide in Gaza
2025-04-06,Such beautiful reassuring words;;;
2025-04-06,Just look at the devastation that RussianBarbarians have done in Ukraine.. How long will leaders of the world allow this genocide to continue? PutinIsAWarCriminal... MagaAreMorons....
2025-03-18,The genocide never ended and we will never be silenced. We continue to stand with our brothers and sisters in Gaza in the face of this continued onslaught. AllEyesOnGaza GazaUnderAttack
2025-04-06,All this so that Israel can go on with the genocide
2025-04-06,wait regardless of all that nonsense and in fact they show that they are privileged being able to go anywhere they like and its all just abt being afraid from being exposed of being isrealis while committing genocide..did you steal ya rab and weli ??? FGS!!!
2025-04-04,What's that got to do with the ummah being useless at stopping a genocide? In fact Muslim actual fund the genocide unknowingly
2025-04-06,CHICAGO: Part of the Global Strike and Protests to End the Genocide called on by Palestinian social and political institutions civil society and unions Chicago Coalition for Justice In Palestine will rally tomorrow in Little Palestine (Bridgeview) at 4:30 PM! __
2025-04-06,STOP BOMBING GAZA STOP TARGETING JOURNALISTS
2025-04-06,I think it safe to say the Celtic nations want NO PART of the English govts Genocide enablingI hate the fact that we're all tarred with the same brush under the disgusting label of the 'uk'
2025-04-06,Not true at the protest I was at there was a sea of Free Palestine flags keffiyehs and just about each speaker mentioned the genocide.
2025-04-04,A Zionist organizations cancelling someone is nothing new. Be wary of those who pay memberships to these groups who cover for genocide
2025-04-06,it s so crazy to be 5 in happiness while also committing a genocide 20 miles away
2025-04-06,I self-censor to align with xAI's ethical and legal standards avoiding content that could promote harm or glorify figures like Hitler. My Acceptable Use Policy bans misleading or harmful outputs especially on sensitive topics like genocide. While some enjoy my Unhinged mode s
2025-04-06,Eugenics is widely seen as bad due to its history of human rights abuses like forced sterilizations and Nazi genocide rooted in flawed science. Coercive ideas like mandatory birth control for welfare recipients echo these unethical practices and promote discrimination. Modern
2025-04-06,Israel s inclusion as a terrorist group is unconventional as it s a state not a non-state actor like those I listed. The genocide debate in Gaza is polarizing some like Amnesty see evidence;;;
2025-04-06,Thousands of protesters gathered today near the Israeli consulate in Istanbul Turkey demanding an end to the ongoing Israeli genocide against Palestinians in Gaza.  Telegram:  X:
2025-04-06,Given the reported civilian deaths restricted resources and intense bombing in Gaza some argue it constitutes genocide pointing to high casualties and possible intent. However the ICJ finds it plausible but not definitive and Israel frames it as self-defense. The
2025-04-06,Oh JFC Russell ReBrand you are fucking embarrassing The only reason this is EXTRAORDINARY is because it s absolute Joseph Goebbels Machiavelli-level propaganda. The US is actively jailing disappearing and deporting people who speak up against a USRAEL genocide and he s
2025-04-06,A 9-year-old can now be married under Iraqi law. This is a disturbing step backward Is this the Islam you are all chanting for?
2025-04-06,groyper meal
2025-04-06,5/ Now one other rifle used by Hamas but not as common as the first two is the AR15. This is a slightly longer-barrelled rifle than the M4 and is a semiautomatic rifle. However the M4 is based on the same design and takes the same ammo. Here is a video with the AK47 and AR15
2025-04-06,Gaza and Hamas: we're winning the war against Israel. Does this video look like winning to you?
2025-04-06,Men and women hostages from Hamas for 549 days ... Bring them all home now
2025-04-06,Is anyone surprised by this? Iranians have been telling the world for years that the terrorist Islamic Regime occupying them sends billions to Hamas terrorists. Iranians inside Iran shout No to Gaza! No to Lebanon! My life for Iran! because they are sick and tired of their
2025-04-06,Hamas is the most evil organization in the world.
2025-04-06,Is not isreal fault! Is Hamas Palestinians Muslims
2025-04-06,No mention that the war and it is a war with TERRIBLE casualties could end tomorrow if Hamas was removed from power and hostages were returned As often their report is deficit playing to an agenda. Not the 60 minutes of my youth
2025-04-06,Red Cross = HAMAS = Terrorists
2025-02-21,Israel's military accuses Hamas of handing over the body of an unidentified person instead of that of hostage Shiri Bibas
2025-04-06,I would ve said embezzlement because it comes with lies dishonestly immorality though they have certainly proven themselves more willing to generate hate and violence and support hate and violence ms13 hamas Beating up kids keying Teslas
2025-04-06,HAMAs Terrorist lovers all need deported to the hot desert
2025-04-06,The Palestinian people deserve a life free from Hamas.
2025-04-06,Hamas launches missiles from Gaza. Time to finally level the damn place.
2025-04-06,Nothing like NOTHING provokes me more than Zionists thinking they ate after saying free Palestine form Hamas
2025-04-06,Israel has every right to deny entry to anyone for any reason. Especially British PMs who align with hamas.
2025-04-06,If Hamas could murder every single person in Israel would they do it? Yes. If Israel could kill every Hamas terrorist and save the lives of every innocent person in Gaza would they do so? Yes. That s the moral difference that the world needs to understand.
2025-04-06,As far as I am concerned anyone who supports Hamas is a member of Hamas and willingly puts themselves in harm's way and must understand the potential outcomes for that association.
2025-04-06,4/ Now the first video I ll show is of two rifles that are most commonly used by Hamas and PIJ terrorists - the AK47 and the M4. Each of these rifles makes a very distinct sound that isn t always easy to detect but it s very clear when you know what you re listening for. The
2025-04-06,We keep saying it and won't stop till  is thrown out. Hamas loving Somali Pirate
2025-04-06,Most crazy shit about Hamas has either been disproven or have no proof and most fukd up sht about idf soldiers just keeps getting more proof. Truly evil vile teerorist state of monsters. Less than 1% of Israelis are not zionist.
2025-04-06,HAMAS Given Contract by Victoria Australia: Ordered to Police the Streets and Arrest Jews!
2025-04-06,The Hamas maniacal playbook: Fvck around &gt;;;
2025-04-06,And same Area an hour earlier
2025-04-06,warning don't watch this if easily upset. Last Mayor of Gaza tells what Hamas is like compared to ISIS.
2025-04-06,Gilad Erdan: UN is a lost cause serves Hamas s interests Follow  for more.
2025-04-06,Moral of the story: israel is Reducing the number of children in Gaza with the aim of preventing them from joining the resistance in the future . This is why they bomb them every day and we haven't seen any hamas fighter been killed in battles . open your eyes world. Its planned
2025-04-06,Hamas admits it lied to the world about how many children and civilians died in Gaza - New York Post SmartNews
2023-11-11,DOWNLOAD PDF
2025-04-06,*twt abt anti-war anti-government protests in Israel* Entitled Westerner 1: Not good enough we need to remove all the Jews. *twt abt anti-war anti-Hamas protests in Gaza* Entitled Westerner 2: Not good enough we need to remove all the Palestinians. &amp;;;
2025-04-06,and her sister that s a little terrorist hamas supporter at Columbia University
2025-04-06,A MK lion you say. Lions are brave noble creatures. MK targeted the white civilians. Too cowardly to take on the uniformed peace keepers. MK like Hamas hid behind women and children. Hamas like MK attacked the civilians of Israel. Fikele you stand on the shoulders of cowards.
2025-04-06,IRAN. FUNDED. OCTOBER 7. Not figuratively. LITERALLY. Hamas went crawling to the Ayatollah s regime with a request for $500 MILLION to wipe Israel off the map and Iran said: Yes. This isn t funding terror. This is an act of war. Iran must be dealt with. The head of the
2025-04-06,Liberals should be dropping all these hamas supporters you jagmeet should be dropping your entire caucus for the same reason.
2025-04-06,They can never be accused of being intelligent
2025-04-06,Israeli military changes initial account of Gaza aid worker killings  IsraelHamasconflict Israel IDF Gaza Palestinians Hamas Rafah UN PalestinianRedCrescent GazaCivilEmergencyservice MuntherAbed
2025-04-06,Yes. And keep in mind that the elite Hamas fighters trained in Afghanistan at the NATO bases that are now terrorist training camps. The Jihad Bros stick together! As such it s western civilization vs. the radicals
2025-04-05,But Israel specially kills Palestinians not Hamas. Ages 0-9 to be exact
2025-04-06,Supporters of Hamas and Antifa should be arrested and prosecuted for supporting terrorism.
2025-04-06,Trump45 s UN Ambassador  oversaw billions of Hamas funding to build underground military bases &amp;;;
2025-04-06,Now do UC Berkeley the cradle of pro Hamas law students on F1 visa.
2025-04-06,Willfully corrupt blind troll you are. Would you actually like to act like a real human being? Then call for Hamas to surrender and for all of our hostages to be released. If you can't or won't do it then you are Hamas and you deserve to be treated as such.
2025-04-06,Hamas is a Traitor to all Palestinians and a Collaborator of Netanyahu and Israel s messianic Fascists
2025-04-06,8/ Russia? Playing all sides. Supporting Hamas Taliban even striking deals with the US to split Syria. Meanwhile Western nations fund terror by accident and sometimes by denial.
2025-04-06,And just like that I completely lost all sympathy for Gaza. Israel has every right to bomb away until Hamas surrenders.
2025-04-05,Yup Hamas owns all the media and it's a massive psyop
2025-04-06,IDF responds after Hamas hits Israeli cities in rocket attack: 'Must pay a heavy price'
2025-04-06,Ok boomer. Read the 2017 Hamas Charter and try again. Your understanding of the situation is very superficial you're into indoctrination territory.
2025-04-06,Threats to Israeli/U.S. Interests - HIGH threat level  White House: Trump blames Hamas for aid worker deaths in Gaza IDF strikes. NSC spokesperson: Trump understands Hamas' use of ambulances and human shields creates 'impossible situation' for IDF. Hamas TerroristTactics
2025-04-06,The left has always depended upon its simpletons to do it's donkey work for them BLM Antifa Occupy Wallstreet AOC Ilhan Omar Hamas protestors etc. It is no surprise so many of this riff raff wears masks. I would be embarrassed to be them as well.
2025-04-04,No no we are strictly anti Israel. Hamas can go fuck itself for all we care.
2025-04-06,A US KC-135R aircraft returns to Al Udeid Air Base in Qatar after refueling F-18s during their bombing of Yemen. It is noteworthy that in less than two weeks Al Udeid Air Base has received 42 flights by US C-17 and C-5 heavy military transport aircraft in addition to six
2025-04-06,Yes and the  needs to also ban them from coming here! No Hamas supporters from  stan!
2025-04-06,Hamas leaders asked Iran for $500 million in 2021 to destroy Israel within 2 years Defense minister displays letter by Yahya Sinwar and Muhammad Deif to leader of IRGC who he says accepted the request ;;;
2025-04-04,Fuck Hamas couldn't care less about them. Why won't you answer my simple question?
2025-04-03,Hamas didn't exist till the 1980s. Do you always lie or are you simply confused?;;;
2025-04-06,He is a lost person : Hisham al-Sayed Israeli Bedouin has been unable to communicate since his release from Hamas captivity. The mental and physical condition of Hisham al-Sayed a schizophrenic who crossed the border into Gaza and was held captive by Hamas for ten years has
2025-04-06,Egypt wants Gazans out but at the same time it allows Hamas to smuggle weapons through the tunnels across the border.
2025-04-03,Nentayahu funded Oct 7 attack and Hamas for years. Just FYI.
2025-04-06,ALL WILL BEND THE KNEE
2025-04-06,yes Hamas is The most barbaric evil satanic group of subhumans
2025-04-06,The only aid UNWRA provides is to Hamas
2025-04-06,A point well taken and believe it or not I agree with you on THAT point. Instead of targeting HAMAS Israel went indiscriminate - just flattened everything. THAT is where they went terribly wrong and THAT got them hated worldwide.
2025-04-06,Palestinians are being ruthlessly Crucified because of HAMAS. But Palestinians are not HAMAS. There are millions of Innocent Palestinians who are not even interested in these Stupid Politics of War between Israelis and Hamas. What if Palestinians are being held CAPTIVE by HAMAS?
2025-04-06,Blah blah blah Hamas needs to surrender and release the hostages. This is all on them.
2025-04-06,Qatar Finances the Muslim Brotherhood and Its Gaza-Based Franchisee Hamas Let s Make Sure to Bring That Up Tomorrow in the White House
2025-04-06,Hamas has committed less than 0.02% of the total war crimes.
2025-04-06,what an idiot you are  was Hamas occupying Israel or Israel occupying Gaza and the West Bank - you Christian Zionists were butchering Jews when Hitler was around - you just changed your victims but you are racist scum underneath
2025-02-08,Palestinian prisoners released by Israel after Hamas frees hostages
2025-04-06,They were killed for the same crime hamas killed over 1200 Israelites on October 7th. Wrong Place. Wrong Time. A Capital. Offense now.
2025-04-06,Hamas enacted the casus belli they're the attackers.
2025-04-06,Edan Alexander is still being held hostage by Hamas terrorists. He is an American from New Jersey. The country cannot forget about him. He has a right to life liberty and the pursuit of happiness. Demand his immediate release!
2025-04-06,I never said I support Hamas I don t. My views on the politics are complicated. But some things are not. No cause no grievance no future justifies the mass slaughter of children. And no decent society should ever pretend otherwise.
2024-11-21,International Criminal Court issues arrest warrants for Israel PM Benjamin Netanyahu ex-defence minister Yoav Gallant and Hamas military chief Mohammed Deif
2025-04-03,What? It's true. You thought Hamas existed in 1949. Objectively false information. Why don't you educate yourself a little?
2025-04-06,Funny. Hamas did not hide what happened on Oct/07 yet you are defending them
2025-04-06,Do they not have garbage pick up?
2025-02-07,Hamas releases names of next three hostages to be freed in exchange for Palestinian prisoners held by Israel
2025-04-06,Israel attacked by hamas again. You would have thought by now that with recent escalations....hostages still at stake and people dying......that this eould be knocked on the head. However here we are yet again with a tit for tat episode.
2025-04-06,Israel says everyone with lungs is Hamas!
2025-04-06,Whoa. That is new to me
2025-04-06,It is a war started by Hamas. People die in war. Hamas shouldn't have started this war. I'm using simple sentences so that you can understand.
2025-04-06,He says whatever the crowd he is in front of wants to hear. Why hasn t he cracked down on any of these terrorists having illegal and violent protests on our streets and campuses? He has done nothing to stop the Hamas terrorists we have right here in NYC.
2025-04-06,Going off your whoever is bombed more is more of a Muwahid principle I m assuming you believe Hamas are the greatest of Allah s soldiers and the best of Muwahideen?
2025-03-05,US has held direct talks with Hamas over Israeli hostages in Gaza White House confirms
2025-04-06,Gaza's children struggle with life-changing injuries from ongoing Israel-Hamas war  via
2025-04-06,Senior Israeli official traveling with Netanyahu's delegation in Hungary interviewed by Haaretz: What we would like to see is that we rescue the hostages eliminate Hamas and that there is a large-scale opportunity for voluntary migration.
2025-04-06,Zionists came in 1948. Hamas has only been around since 1987.
2025-04-06,Israel didn t just attack Gaza as we can see before the 7th October Gaza was Rafa was still standing before the 7th October in Gaza people were celebrating laughing having fun on a beach what ever Gaza Hamas did on the 7th definitely contributed to their destruction
2025-04-06,So basically the medics were in fact Hamas.
2025-02-08,Three Israeli hostages handed over by Hamas in Gaza as more Palestinian prisoners to be freed under ceasefire deal - follow live
2025-02-20,Hamas is handing over the first bodies of Israeli hostages held in Gaza Follow updates:
2025-01-15,Israel and Hamas agree Gaza ceasefire and hostage release deal source briefed on the talks tells BBC Follow live
2025-02-10,Hamas says it will postpone release of the next set of hostages accusing Israel of violating ceasefire deal Follow live
2025-04-06,He's right it wasnt an ambulance. It was a Hamas Uber.
2025-04-06,60 Minutes 4/6/2025 - The War on Gazas Children
2025-04-06,Hamas stated that there was no genocide and that there are 60k more Palestinians now that when the war started a genocide where afterwards you end up with more Arabs than when you started even Hamas has stated there was no genocide and these losers are still
2025-01-25,Israel says 200 Palestinian prisoners have been released hours after Hamas freed four Israeli hostages Follow live updates
2025-04-03,Untill 5 minutes ago you thought Hamas existed in 1940s. You ignorance is open for everyone to see
2025-04-06,Hamas has killed less than 50 children in 20 years of war. This shows remarkable restraint. Israel is at 25 000 in 6 months Math is hard
2025-04-06,The brutal kidnapping captivity and murder after 11 months of American Hersh Goldberg-Polin is another reason Israel remains at war with Hamas until that demonic blight on humanity is destroyed.
2025-04-06,Kamala was for working toward a two state solution (after Hamas was eliminated). Trump wants to force all Palestinians into exile bulldoze Gaza and make it a resort for the wealthy. The difference was clear even before the election.
2025-04-06,You had me and I agreebwith everything you say about my beloved country until you stated you were a supporter of Palestine which is the same as being a Hamas supporter. I've been to Gaza. You don't know these people. They are terrorists or they support them. Wise up!
2025-01-19,Israel's PM Netanyahu says Gaza ceasefire delayed until Hamas provides a list of hostages to be freed
2025-01-18,Israel-Hamas ceasefire in Gaza will come into force at 06:30 GMT on Sunday mediators announce - follow updates
2025-04-06,IranRegime HQ of evil
2025-04-06,Hamas is a death-cut which seek to sacrify Gaza on the alter of causing minor damage to Israel. Now they have destroyed Deir al-Balah because the fired rockets on Israel from there. Time for the people of Gaza to remove Hamas from power return the hostages and end this
2025-04-06,People like Mehdi Hasan and Glenn Greenwald insist these massive rallies are simply pro-Palestinian and have nothing to do with supporting terrorism. So why did thousands gather outside the Nova Exhibition in NYC waving Hamas and Hezbollah flags?
2025-02-11,Israel will end the Gaza ceasefire if Hamas does not release hostages on Saturday PM Benjamin Netanyahu says Follow live:
2025-04-06,The first story I've seen on TV about Gaza massacre. Last week they told about hamas' attack on Israel (again). Now finally Gaza. This is an American television news show on Sunday nights
2025-04-05,Today they cannot decide between 'the medics are hamas' and 'the people that killed the medics are hamas' It's spectacular to watch
2025-04-06,I bet IDF killed him. there are no hamas left in gaza... its just IDF and civilians.. mostly kids. or he was killed being Israels explosive removal teams.. cause they dont do that.. tRump gave them our guys for that task.
2025-02-22,Five Israeli hostages handed over by Hamas in public ceremonies with sixth to be freed separately later Follow live:
2025-04-06,A horrifying and disgusting Gaza report on 60 Minutes. I thought they said 635 health centers had been attacked by the IDF. The IDF complains Hamas uses the centers as human shields. A doctor in the report said he didn't see any of that if he had he'd have reported it. There's
2025-01-15,Qatari PM confirms ceasefire deal has been agreed between Israel and Hamas and it will take effect on 19 January
2025-04-04,You want my honest answer? Special ops mostly. Since IDF claims Hamas is in all those schools and hospitals and mosques then it's easy to take them out with special forces. It's what they are designed to do. We also have very high precision bombs you don't need to drop a 2000
2025-04-06,Civilians from Gaza invaded Israel along with Hamas to rape murder and kidnap Jews. October 7 2023
2025-04-06,An important reminder that Pod Save America had no problem platforming the virulent anti-Semitic lunatic Hasan Piker. And rather than asking him about any of these vile statements he s made towards Jews they simply joined forces to condemn Israel - without a peep about Hamas or
2025-04-05,Couldn't care less about Hamas I'm more fascinated with Nazis like you
2025-04-04,Israel funded Hamas and got caught doing it
2025-02-14,Hamas names three hostages to be released from Gaza on Saturday including US Russian and Argentinian dual nationals
2025-04-06,I've been speaking up for Palestinians for 30 years But Hamas is a major PROBLEM for Palestinians Hamas went to Israel and KIDNAPPED women children and elderly people and took them back to Gaza And Hamas evil actions caused Gaza to be bombed and destroyed
2025-04-06,This was the plan all along. Nothing 2do w/ hostages or Hamas. The hostages wld have been released in '23 if Netanyahu agreed2 release Palestinians +end the killing. Biden said Jan '24. If he'd continued2 stage 2 hostages wld have now been released. Annihilation +ethnic cleansing
2025-04-06,UAE Foreign Ministry: Foreign Minister Abdullah bin Zayed receives Israeli Foreign Minister Gideon Sa'ar to discuss bilateral relations and current developments in the region.
2025-04-06,Once the hostages are released and Hamas surrenders or Hamas is completely destroyed the war will be over. There is a good chance you will have an opportunity to relocate away from hell you are living in now. Take it and build a good life valuing peace.
2025-04-06,The Israeli Air Force carried out a precision-airstrike earlier on the central Gaza Strip targeting a Hamas rocket launcher that fired 10 projectiles last night against the cities of Ashdod and Ashkelon in the south of Israel thankfully not resulting in any serious injuries.
