created_at;full_text_en;label;
08/08/2024;Israel torture and kills the Palestinian prisoners Israel kills the Palestinian children Israel Bombarda Hospitals Schools and Universities and humanitarian offices Israel wants the extinction of the Palestinians #israel is a #terrorist state who supports them is an accomplice #sionismonovonazismismo;c;
04/01/2024;Israel practicing a genocide in Palestine since October and the Daesh revives in the area attacking Iran. No one expected less from Mosad.;c;
08/11/2024;@Davidparenzo @poliziadistato but you are silently mute. The only two -state solution is with Palestine 1 and Palestine 2. We do not joke a genocidal messianic regime must not exist. Israelis as people must learn equality and respect for human life (those;c;
20/11/2023;@Israel Palestine has the support of the world behind it it shall never crumble;c;
15/11/2023;@Israelinspanish not in response Israel is determined to end all the Palestinians and occupy their territory to finally fulfill the Zionist dream from the river to the sea better tell it well;c;
28/05/2024;ALL EYES ON RAFAH https://t.co/aKOkyzEy25;c;
06/04/2025;Rafah existed for over 3 300 years. It was wiped off the map by a settler-colony that has existed for just 77 years.;c;
01/06/2024;REVOLT FOR RAFAH Join Palestinian students supported by the wider community at Columbia at a the new Gaza Solidarity Encampment. We are outraged by Columbia s complicity in the killing of our people in Gaza and most recently the massacre in Rafah. We are equally outraged https://t.co/CtagSRTKeK;c;
26/05/2024;ALL EYES ON RAFAH https://t.co/P0JmZwoE8z;c;
28/05/2024;all out for Rafah https://t.co/WRLla8ShU7;c;
06/04/2025;Forgive me mum. I swear I only accepted this path to help people. O Lord accept my repentance. These were the final words of Palestinian paramedic Refaat Radwan before he was executed by Israeli forces in Rafah along with 14 colleagues. #Gaza https://t.co/kwRhiaqycQ;c;
06/04/2025;Rafah still exists;c;
06/04/2025;A fine line separates being and nothingness. Rafah was. It is no more. Being fades before annihilation. Israel justifies its genocide through the defense of being of abstraction. The politics of bearing witness must begin with living. Palestinians live. Their lives are precious.;c;
06/04/2025;Queues of food and aid trucks abandoned on the Egyptian side of Rafah. Israel has imposed a total blockade on Gaza for over a month. https://t.co/zrFKN616oq;c;
06/04/2025;The Rafah city and governorate don t exist anymore. Rafah has been completely erased and destroyed. Israel destroyed over 90% of homes and leveled more than 20 000 buildings and over 50 000 housing units. It wiped out 22 of 24 water wells and disabled most of the water https://t.co/kvgUVIoCUB;c;
07/05/2024;ALL OUT FOR RAFAHThe people of Gaza already displaced and forced into Rafah are being backed into a corner. There has never been a more critical time to throw pure right against the war machine. All out for Rafah escalate the Student Intifada 🇵🇸 https://t.co/Umlg3rpbKG;c;
30/05/2024;Guys look at Mom, you can't use all eyes on Rafah, so discreenshot btw don't stop talking about Palest1ne! https://t.co/ACS56BMBTX;c;
30/05/2024;guys mending kalian semua banjirin instagram nya pake ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH https://t.co/H6jHFTh8fH;c;
06/04/2025;Protest Program by Jatiyatabadi Chhatra Dal Against Israel s Brutal Genocide in Gaza and Rafah Expressing solidarity with the martyrs and the injured in Palestine and supporting the global campaign The World Stops for Gaza on April 7 2025. April 8 2025 at 10:30 AM https://t.co/Rae8HRFZjK;c;
04/05/2024;Gaza is the compass of our struggle and Rafah is the North Star of the Student Movement. All that we do on campus we do for the people of Palestine. We will not stop until full divestment! We will not stop until Palestine is free! https://t.co/i7RdEVxQnm;c;
10/03/2024;ALL EYES ON RAFAH Last month Israel threatened a ground invasion of Rafah by Ramadan. This week Netanyahu renewed his vow to invade Rafah. Ramadan is quickly approaching and a ground invasion of Rafah is LOOMING. WE MUST ESCALATE PRESSURE. https://t.co/3dRMbkB73Y;c;
09/05/2024;be fearless for Rafah;c;
06/04/2025;@LBC Just like the mistake of burning people alive in Rafah. The mistake of slaughtering 7 international aid workers from World Central Kitchen. The mistake of gunning down starving civilians sprinting toward food at aid trucks. The mistake of executing t;c;
05/03/2025;@YBpita @WardRaptors991 @Patpadraig @itamar_green You insult me because I pointed out that you don't know Israel controls imports from Rafah.;c;
02/04/2025;@peedoffaussie @StruanCumming @elderofziyon @Helyeh_Doutaghi Israel controls all imports and who passes the rafah border as part of the 2007 deal. If you even bothered to spend 2 mins reading the rafah wiki your know that. What else don't you know?;c;
14/02/2025;@asdfghhjknb @DeaugustineRock @EsmondChrist_ @DanBurmawy If you just googled the Rafah border crossing you'd know that Israel has control over what goes in and out;c;
19/03/2025;@Michaelzioo1 You clearly have never been to the Rafah border before. I have. Israel controls it;c;
06/04/2025;We urgently appeal to the international community United Nations agencies and all humanitarian organizations to assume their legal and moral responsibilities. We also demand immediate action to: Pressure the occupying army to withdraw from Rafah Governorate to enable the;c;
06/04/2025;10 months ago Keir Starmer said the Rafah offensive should not take place . Israel has destroyed Rafah and not only did Starmers government take no action against the Israeli regime they have continued supporting arming and assisting it. https://t.co/zTfng5xP2r;c;
06/04/2025;There was once a city called #Rafah This is not a war This is Genocide #GazaGenocide https://t.co/6UMsnSCLhA;c;
11/03/2025;@ChrisDr55269105 @georgegalloway What wall? Google 'the blockade of Gaza' and educate yourself. It's crazy that you think Egypt controls the Rafah crossing when Israel is the one who approves imports and exports from Rafah. How do you not know that?;c;
05/03/2025;@YBpita @WardRaptors991 @Patpadraig @itamar_green Because if you even knew the basics of the situation you'd know that the Rafah crossing is controlled by Israel not Egypt as part of the 2008 deal.;c;
24/03/2025;@newbitkaoz @SdOldschool @mehdirhasan Strange that you don't know rafah is controlled by Israel as part of the 2007 deal. It's literally on the Wikipedia page first paragraph. What else do you not know?;c;
06/04/2025;My grandmother was born in Rafah her sister worked in Al-Shifa Hospital their health has been going downhill since the ground invasion of Gaza I can't quite imagine how that feels for them Al-Shifa now is little more than a charred building and a mass grave all of Gaza is.;c;
06/05/2024;NYC URGENT CALL FOR MOBILIZATION: CITYWIDE DAY OF RAGE IN DEFENSE OF RAFAH 🇵🇸Take to the streets to resist the invasion! ️Monday May 6th Hunter College: 68th St. &amp;c;
19/03/2025;@yur10 You are lying Israel controls who goes through the Rafah crossing and there is no right of return.;c;
23/10/2024;@JustinPowe60808 @green_isab98444 @Keir_Starmer @AngelaRayner You think Egypt controls the Rafah crossing? Google it. You'll see that Israel controls it as part of a deal in 2006. Besides why should Egypt take refugees? Why not just let them live outside ;c;
30/05/2024;ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH #. RafahUnderAttack‌ #. GazaGenocide‌ #. AllEyesOnRaffah;c;
08/05/2024;We need to be willing to risk everything for Rafah;c;
30/05/2024;ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH ALL EYES ON RAFAH #..RafahUnderAttack‌ (cont..);c;
06/04/2025;@bukumoneycash @RickyHale_ No Israel hasn t been around longer than Rafah. Rafah s history goes back over 3 300 years to around 1300 BCE while modern Israel was founded in 1948 making it 77 years old. As for the hostages taken by Hamas in October 2023 not;c;
06/04/2025;@israelnewspulse @RickyHale_ Hey @RickyHale_ your post has some issues. Rafah s over 3 300 years old true but it hasn t been wiped off the map. It s damaged from recent conflicts yet still stands with people living there. Calling Israel a settler-colony i;c;
06/04/2025;Deir al-Balah is one of the least destroyed cities in Gaza and home to a massive percentage of the displaced population. I fear their intent is to raise it like Rafah. @SenatorWarnock @ossoff this is what you voted to continue when you voted no on the arms embargo last week.;c;
02/04/2025;@peedoffaussie @StruanCumming @elderofziyon @Helyeh_Doutaghi Yes Israel control the rafah crossing. Google it. Idiot;c;
06/04/2025;What does it take to bury a child beneath rubble and still call it justice? Her name was Alia. She was 6. She died in Rafah crushed under her home while holding her baby brother. Since October 2023 over 58 000 Palestinians have been confirmed killed. But when you include the;c;
06/04/2025;Israel has wiped the city of Rafah off the map. Over 3 000 yrs. old first recorded mention of it was in 1 303 BCE. Rafah had a population of 171 889 and as recently as February 2025 1.4 million Palestinians were sheltering there. The world does nothing. https://t.co/AhUTPIFSPl https://t.co/LWYlHkLO64;c;
06/04/2025;Will anyone face justice for the Rafah ambulance convoy attack? https://t.co/DWkjHV2ft2;c;
06/04/2025;The 'red line around Rafah' will go down in history as one of tge great deceptions and crimes of the century. All I know is that while what it was is lost it will stand again.;c;
06/04/2025;Rafah has fallen northern Gaza lies in ruins and the world has grown numb to the cries. What was once vibrant is now shattered and yet the silence of the world is deafening.;c;
06/04/2025;Journalists: this is a substantial change. Israel just claimed Rafah as part of its buffer zone. Please compare the buffer zone (white) to this displacement order from 31 March. https://t.co/6q0uq9mWMv;c;
06/04/2025;Rafah 'wiped off the map' by Israel's ethnic cleansing campaign https://t.co/EEFW6l7hCC;c;
02/04/2025;@rego60733 @SDD1962real @Omar8Quinones How? Anything that passes through the rafah border is approved by Israel since 2007.;c;
06/04/2025;After wiping Rafah they now seek to mirror that in Deir al-Balah.;c;
06/04/2025;Israel changes story on Rafah medic killings says 'will probe' https://t.co/MzAh6JZzNG;c;
06/04/2025;Is Deir al-Balah about to look like Rafah? Some will say absurdly and hatefully that Hamas is to blame. Please spare me. #Israel is going to do this throughout #Gaza whether #Palestinians fight back or not. The last 18 months (and 77 years) have made that abundantly clear.;c;
11/05/2024;POPULAR UNIVERSITY FOR GAZA 🇵🇸 DISPATCH (5/10/2024)🇵🇸 Images from Rafah and across occupied Palestine flood our screens with fresh horror mangled babies bodies crushed under concrete some vaporized by US-made bombs. (1/8);c;
08/05/2024;Tonight students and community members across Turtle Island are holding the line and defending their encampments from riot police Encampments need strong numbers and community support from 9pm-6am when raids are more likely to take place ALL OUT FOR RAFAH!;c;
06/04/2025;Contact @TF7_AAWLA immediately if you can help provide a tent for a family of 8 in Rafah.;c;
06/04/2025;What happened to the medics in Rafah is not an isolated incident it is part of a systematic targeting of PRCS staff and volunteers in the #Gaza Strip.;c;
06/04/2025;Rafah was Genocide Joe s red line. It was just declared wiped off the map by Israel. None of what Trump is doing in Palestine would be possible without Joe and Kamala s unwavering support and complicity. Different colors same monster.;c;
01/04/2025;@zeki0970 @LAAk212 @cutieyahudi No the rafah border is closed and the red cross has confirmed it cannot even get cancer patients out. You are lying and we can all see it;c;
06/04/2025;Truly fuck Egypt wow Israel is trying to negotiate in good faith to open Rafah to let out Gazans that want to leave and Egypt responds by putting up concrete barriers?!;c;
06/04/2025;Director of Medical Supply at the Civil Defense in Gaza: We do not have any ambulances in Rafah and the central region. We cannot find water to fill firefighting vehicles.;c;
06/04/2025;What's wrong? What's the reason? The Egyptian army is closing the gates of the Rafah crossing on the Egyptian side... with a tall concrete wall for the time being. https://t.co/i3HXHzdXTb;c;
06/04/2025;We hear you Hind and we see what they're doing. israel are trying to erase the southern Gaza Strip like they are trying to erase the north. Also further isolating Gaza from Egypt and the Rafah crossing. Read more below https://t.co/GJGdkk1qYQ;c;
08/05/2024;More importantly students should understand that getting suspended for escalating for Rafah is a) Honorable b) Nothing in comparison to the experience of students in Gaza where the IOF has destroyed every single university;c;
06/04/2025;They are bombing Rafah with new terrifying missiles and we in Khan Yunis are terrified by their sound. Scary thoughts come to our minds about what if we are next. Please I ask the world to stop this genocide. We are human beings;c;
06/04/2025;-Let Bangladesh stand still tomorrow in G@za's sorrow at G@za's call.!;c;
14/01/2025;There are journalists ..... and journalists. The first with a capital G are those who do not let themselves be intimidated by the #Sionist threats and intimidations. In #report there are no eyes from #gaza 🇵🇸 https://t.co/7fnmvkglnj;c;
09/04/2024;"Today's Mainichi Shimbun has an article in which citizens are showing their wills around the country in opposition to the ethnic cleansing of Gaza. A reporter contacted me that all the notations that had once been turned into ""battle"" were converted to ""Invasion of Gaza."" Each person's position changes one step at a time. Let's stop it. https://t.co/dDbcO65kwN";c;
06/04/2025;#Gaza #GlobalStrikeForGaza Noone can erase G@za . No matter what israhell do.. remember this.. Gaza is alive Gaza will be alive. Gaza will be free Our Palestine will be free.. insha'Allah insha'Allah insha'Allah https://t.co/d4ZW9yDuqd;c;
06/04/2025;GZ THE GREAT 8;c;
29/10/2023;|#Journalists in Gaza call for a prayer for the resistance fighting the invaders.;c;
06/04/2025;Please keep supporting the @sameerproject and @translatingpal's efforts to to get our brothers and sisters in G@za water The need is so so incredibly great Please keep sharing and donating THEY NEED US;c;
06/04/2025;WTF is Israel doing? Just fucking l#vel G*za.;c;
06/04/2025;G*za Rafah has been empty there is no one alive.;c;
06/04/2025;Pakistan was a nuclear power yet it couldn't provide to P*lestine. Egypt had Nile river but G*za died of thirst. Saudi Arabia and UAE had oceans of oil but G*za hospitals and ambulances had no fuel. Muslims had soilders missiles fighter jets. Yet none of it could reach G*za.;c;
06/04/2025;Last update : No need of food in ganja oxygen is needed. Media personnel around the world are banned from entering G*ja Aljajera CNN NBC give ultimatum to all journalists to leave G*za by IDF (isr*ael Defence force ) https://t.co/VdBjLEiLWk;c;
06/04/2025;The foot stinks & amp ;c;
06/04/2025;Hey @grok do you support whatever happening in G a za?;c;
28/08/2024;Finding the opportunity in the impossibility ... A doctor in Gaza tried to save a child's life with a telephone light https://t.co/nlujustbz8;c;
06/03/2024;There has been a genocide in Gaza for 153 days! 14 thousand 622 children and 8 thousand 896 women who have no crime trying to do their job only 132 journalists who were detached from life do not forget 40 thousand innocent people killed in 153 days! GZT Video Editor @suleeturk Prepared https://t.co/87gabbcuok;c;
14/12/2023;Activists gathered to organize a support for Palestine in Australia protested Zara, who made fun of the civilians massacred by Israel in Gaza;c;
06/04/2025;It will be remembered Muslims had over 5 million soldiers heavy art!llery m!ssiles f!ghter jets but none of it could reach G*za to provide aid. #PalestineUnderAttack;c;
29/08/2024;Every street where beautiful memories pass, every street has returned to a pile of debris every street.;c;
18/11/2023;Is the persecution in Palestine decreased or is it trying to make us feel like that? GZT Editor -in -Chief @dggezer tells #zionistcensorship https://t.co/m3tbaphe7h;c;
10/12/2023;Why is Zara, who made fun of the Palestinians with the visuals he has shared, is not innocent? #Brand days https://t.co/8qx1b87ati;c;
18/11/2023;How does it affect us to witness what happened in Gaza? #Zionistcensorship https://t.co/do9qenikyt;c;
28/08/2024;Finding the opportunity in the impossibility ... A doctor in Gaza tried to save a child's life with a telephone light https://t.co/vnbfym50vx;c;
18/08/2024;Children in Gaza have been having a nightmare with death fear and hunger for 10 months https://t.co/yTRDWBVCZP;c;
23/03/2024;Humanitarian aid was delivered for the third time to the north of Gaza;c;
04/05/2024;The second one of this month has been completed. The reinforced HG ZZ has been fully armored with additional weapons from the old FA ZZ kit. https://t.co/8t1MOlkHUW;c;
14/11/2023;Hundreds of civilians took refuge in Gaza to entertain children at the school was held a football match https://t.co/xectlriffh;c;
11/03/2025;[#Stogra/GTA5] I complained to Nazupi, who sings a zuzu gag gacha, and was refuted! Zuzu is shocked by the police who are not interested in mayoral elections! [Zuzu/Flower Breed Nazuna/Horse Man/Hawk Tiger/Stogra GBC] #Stogra Clip https://t.co/Z4NhGW1847 https://t.co/X3tPq1zBuc;c;
06/04/2025;THIS IS NOT A WAR IT'S A GEN0CIDE In a war you are trying to inflict a military defeat on the enemy army. In a GEN0CIDE you're trying to exterminate the civilian population https://t.co/cU0L3sCAi2;c;
05/04/2025;What do you call it when you surround a hospital &amp;c;
01/04/2025;What very good partners? In Crime? In Gen0cide? In Ethnic cleansing?.. Belgian MEP reprimanded the EU High Representative for Foreign Affairs &amp;c;
02/04/2025;One GEN0CIDAL statement after another... 1$rael if you look at what they write in their newspapers.. What they say on public affairs radio &amp;c;
05/04/2025;What do you call it when you surround a hospital and bomb it? When you line up doctors physicians nurses &amp;c;
05/04/2025;Tonight in Jerusalem: Protestors against the gen0cide are chanting: refuse to be [war] criminals don't b0mb children calling for soldiers to refuse service in the Israeli military. https://t.co/h5KIdc8gLW;c;
06/04/2025;THIS IS NOT A WAR IT'S A GEN0CIDE In a war you are trying to inflict a military defeat on the enemy army. In a GEN0CIDE you're trying to exterminate the civilian population #GazaHolocaust https://t.co/qLAtJn8xoI;c;
04/04/2025;2024 is very obviously girl the gen0cide (and still is);c;
01/04/2025;When the extermination of healers eclipses history s darkest gen0cides humanity confronts its moral bankruptcy. Gaza s decimation of healthcare workers is gen0cide by arithmetic. This week IOF executed blindfolded zip-tied healthcare workers from @PalestineRCS in Gaza https://t.co/S0iixnQ0ag;c;
04/04/2025;I could make u a whole list with reasons why but the most important is that GEN0CIDE IS WRONG;c;
29/03/2025;The real villain of #Empuraan? Baba Bajrangi (Abhimanyu Singh) appears inspired by Babubhai Patel aka Babu Bajrangi a Bajrang Dal leader convicted for his role in the 2002 Naroda Patiya māssacre during Gujarat gen0cide where 97 Muslims were killed. #GujaratRiots #Mohanlal𓃵 https://t.co/Sy7XvVGLO2;c;
29/03/2025;{{idgaf if you're jewish or of Israeli descent. Just don't be pro-israel government. I may not be completely educated on the gen0cide but I've seen too many children and people in general getting brutally killed and s/a'd to not be pro Palestine. free Palestine. Zionists dni.;c;
04/04/2025;What is a British citizen from Manchester doing in Gaza indiscriminately firing on civilian homes and comitting gen0cide? Why are these terrorists allowed to commit gen0cide and freely return home to the UK US Europe without having their citizenships revoked? https://t.co/a5OMRVQ7CB;c;
28/03/2025;it's fucking traumatizing when you have social anxiety and you speak up up for Palestinians on sns and some random men just shows up throwing bricks at you for being against war and gen0cide. they're literally crazy;c;
28/03/2025;They have the backing of the tRump regime so the gen0cide is full on now!! Camps are coming!!!;c;
04/04/2025;Haunted Witch has once again been banned. For gen0cide apologia. L bozo. April 4th 2025.;c;
04/04/2025;Hasan Piker is a champion for human rights and indigenous people! ...unless it's Uyghurs. Then him &amp;c;
23/03/2025;@Emeraldwhisper_ @turtleduckisa @dinosaursmatee @keepdrivingkc + Isr@£l shouldn't even exist and talking about it as an actual state/country is part of Z!0nizm. The gen0cide will end when the occupation!!;c;
26/03/2025;@HydroDriftz @MrMailboxx7 @mellamogabriel_ wtfdym forced ?? he literally gave money to a terr0rist state to commit a gen0cide and ethnic cleansing;c;
20/03/2025;This is me trying my best to survive a gen0cide facing it all with a smile even though I m very hungry and I m not ashamed of saying it. I ve been trying my best to afford something for my family it s getting worse please donate if you can! https://t.co/8F2HOoZNEh https://t.co/2Cw69xBdO1;c;
26/03/2025;Or to fund gen0cide against people in tents?;c;
02/04/2025;One GEN0CIDAL statement after another... 1$rael if you look at what they write in their newspapers.. what they say on public affairs radio &amp;c;
06/04/2025;Gaza has called for a worldwide strike next Monday April 7 2025. It is our duty to follow it. There will be no schools. No universities. No work. Until the gen0cide stops. https://t.co/RAhhh9ZJ4Z;c;
05/04/2025;Israel is commiting a gen0cide and it's very evident wtf;c;
27/03/2025;The somewhat ironic reality about the situation in occupied P@lestine is that those least likely to support their brothers and sisters are the ones with the most power influence and ability to end the gen0cide. Many individuals particularly the ʿulamāʾ who avoid discussing https://t.co/q9ULXKW4im;c;
01/04/2025;When the gen0cide in Gaza is over when it s politically safe but far too late the @nytimes and other mainstream media outlets will finally report basic truths. Sadly and shamefully this follows a long-established pattern.;c;
06/04/2025;That s what we need to do shame Zionists and gen0cide supporters.;c;
06/04/2025;@owenjonesjourno MSM is as complicit in this Gen0cide as the politicians who provided arms to the brutal regime;c;
05/04/2025;I ain't brining a child into a word where -Gen0cide is normalized -P3d0s &amp;c;
04/04/2025;I truly can t understand how the world allows this to continue. How much longer must Palestinians endure such suffering and pain before the world does something? We are witnessing a gen0cide in real time yet we are unable to do anything to stop it.;c;
02/04/2025;You need to correct this quote @Partisan_12: ...they are NOT in the least hiding the fact that they're committing GEN0CIDE.;c;
04/04/2025;Anti-Israel agitators mass outside Ritchie Torres office demand he resign for collaboration in Gaza gen0cide . One protester outside Torres office denounced the lawmaker as Zionist scum &amp;c;
06/04/2025;Protesting gen0cide is easy - don t buy products that finance murderers and their supporters. BoyCat app https://t.co/ClBqUeiPm4;c;
05/04/2025;Amazing courage to do that in iZrail where 80% of the population are just fine with gen0cide in g_z@.;c;
20/03/2025;This is me trying my best to survive a gen0cide facing it all with a smile even though I m very hungry and I m not ashamed of saying it. I ve been trying my best to afford something for my family it s getting worse please donate if you can! https://t.co/bQqfgHP2Cl https://t.co/eZOYWqtlLw;c;
06/04/2025;jihad against isr*el is now fardh for every Muslim!;c;
06/04/2025;israhell is a Criminal entity!;c;
06/04/2025;Fuck IsraHell;c;
06/04/2025;Continue boycotting israhell!;c;
06/04/2025;Fuck Israel israhell https://t.co/nxrGI51oHM;c;
06/04/2025;@nicolelampert If there s nothing to hide why the totalitarian approach We all know Isr@el is a criminal gangster state;c;
12/02/2025;Israel 🇮🇱 is a Jewish Terrorist State Israel 🇮🇱 is a Jewish Terrorist State Israel 🇮🇱 is a Jewish Terrorist State Israel 🇮🇱 is a Jewish Terrorist State Israel 🇮🇱 is a Jewish Terrorist State Israel 🇮🇱 is a Jewish Terrorist State;c;
06/04/2025;Realities uncovered nothing is casual think badly and you'd be damn right Today tomorrow &amp;c;
06/04/2025;In Gaza people are still being attacked by that country. On March 4 2025 over 50 000 people were killed in the attacks. And jh is one of those who helped Isr@el in killing innocent children and women. Shame on him. https://t.co/Dtn1CTYOJV;c;
06/04/2025;@jacksonhinklle Isr@el is terr0rist organisation;c;
06/04/2025;1000% agree! WHY ZIONISM HAD BEEN CREATED IN THE FIRST PLACE (1897) ie. TO: - DESTROY OTTOMAN - INVADE &amp;c;
06/04/2025;Israhell is a terrorist state @Israel @IDF you murdering scumbags !!!! Killing innocent children you re sick in your head I hope you all go to hell !!!!;c;
06/04/2025;Nons for everyone! (except israhell) https://t.co/sV5jUKR3en;c;
16/07/2024;Isarel is a country full of hidden superheroes where one cannot know what each one does but we find people in normal appearance that when he sees that the country is danger;c;
06/04/2025;@daliaziada Never ever! Isr*el will always be our enemy. Genocidalists cannot be our friends. 🇵🇸🇹🇷;c;
06/04/2025;Please do so. All nations should come together to wipe out Israhell;c;
06/04/2025;STOP ARMING ISRAHELL NOW!!! 🇵🇸️;c;
06/04/2025;It is ironic that the zionests nuclear power of Israhell will be the very single weapon for the end of this fake parasite entity forever.;c;
21/09/2024;To all those who question Israel's right to exist allow me to say one thing to you. https://t.co/ljxSqP384E;c;
06/04/2025;GET! MEN! PREGNANT!!!!;c;
06/04/2025;Only Hindutva harramis find joy in Genocide of Palestinians by Israhell. #palestne #GazaGenocide #Gaza @clashreport @warfareanalysis @Haqiqatjou @elerrantenomad @Levant_24_;c;
06/04/2025;For those jokers who ve been saying Muslim armies cannot wage jihad against Isr@el until there is a Fatwa from the Top Ulama council Let s see how many Islamic Armies announce Jihad against the filth Zi0nist state?;c;
06/04/2025;@PanicEverywher1 @matthew_petti @GROK why does isr*el use words like yalla and ya rab this astounishes me;c;
06/04/2025;@DravenNoctis American soldiers will be dying for Isr@el.!;c;
03/01/2025;Ladies and gentlemen I present to you the 1zraelis ! https://t.co/4WaXGkZe6O;c;
09/02/2025;️️️️️️️️️️ ️️️️️️️️️️ ️️️️️️️️️️ ️️️️️️️️️️ ️️️️️️️️️️ ️️️️️️️️️️ ️️️️️️️️️️ ️️️️️️ Until every last hostage is home.;c;
06/04/2025;@tajimustafa J!had against isr*el is fardh upon every Muslim man.;c;
06/04/2025;I feel so so sorry for these young men going to die for not their country trump is sending them for israhell there is no glory in this at all they will be massacred;c;
15/02/2025;Israel is a terrorist state Israel is a terrorist state Israel is a terrorist state Israel is a terrorist state Israel is a terrorist state;c;
06/04/2025;USA is killing kids and women in Yemen Israhell is killing kids and women in Gaza What cowardice is this ? Two war criminals allies favorite target vulnerable civilians;c;
06/04/2025;Because that the goal not collateral damage. The goal is to kill maim displace traumatize Palestinian children. Targeting children and women kills the future and that's what IsraHell and its allies want.;c;
06/04/2025;Isr@el &amp;c;
22/02/2025;This image is more joyful than the 1000 Nasrals and Newbarer HTTPS://t.co/n4nc2clhp5;c;
06/04/2025;iran never killed a single isr*eli assad never fired a bullet at isr*el putting aside whether these statements are actually true they reveal an anti-materialist mentality focused on the subjective act of resistance rather than the objective conditions which sustain it;c;
20/03/2025;@Yairgolan1 One of the future and brave leader of the other Israel Psychopath Psychopath and the enemy of the enemy in the face of Israel. https://t.co/z6Q1ruqwjj;c;
03/02/2024;Protesters including abducted families block Highway 1 https://t.co/1Hzn9rpovg;c;
11/02/2025;Israel 🇮🇱 is a Zionist terrorist state Israel 🇮🇱 is a Zionist terrorist state Israel 🇮🇱 is a Zionist terrorist state Israel 🇮🇱 is a Zionist terrorist state Israel 🇮🇱 is a Zionist terrorist state Pass it on.;c;
06/04/2025;The people of Gaza are going through suffering beyond imagination this is the highest level of oppression from Isr@el. Gaza Maklo'vukh #Gaza https://t.co/jtVJhItSCv;c;
13/04/2024;The peoples of the world began to use the expression Israhell instead of Israel in English.;c;
06/04/2025;They would care if these crowds were about Isr@el but for Trump they'll hand out ice-cold beverages... #HandsOff2025 #HandsOff2025 https://t.co/VjtATnWtKs;c;
11/01/2024;This coalition ruins the country. Under the Gantz https://t.co/0y5MDQ412C;c;
07/12/2024;Nothing to say this is a number 1 commentator https://t.co/hhlydolumq;c;
29/08/2024;A rare 2 700-year-old stone seal from the First Temple period was discovered in Jerusalem. The ancient Hebrew script on the seal reads 'LeYeho'ezer ben Hosh'ayahu ' which translates to 'Belonging to Yeho'ezer son of Hosh'ayahu.' 𝐅𝐨𝐫 𝐭𝐡𝐨𝐮𝐬𝐚𝐧𝐝𝐬 𝐨𝐟 𝐲𝐞𝐚𝐫𝐬 https://t.co/XETXHXEXJk;c;
23/01/2025;In the name of the God of the Rainbow good day from Jerusalem Israel's eternal capital https://t.co/uenwsrmeax;c;
06/04/2025;Where s the plane? Mass propaganda. No plane. Just bombing. By israhell;c;
06/04/2025;that tweet that said if isr*el wasn t a jewish homeland and if palestinians weren t muslims . pakistan would send arms to isr*el;c;
06/04/2025;So boopsy is an Israhell supporter also making food for the soldiers lmao;c;
06/04/2025;Bullshit artist at work! Izrael trying to bend the facts as usual. Fucck you!;c;
06/04/2025;They re not asleep they re complicit in Isr*el s crimes. This wanted man can not leave Hungary without travelling through the sovereign territory or airspace of many European countries. These countries are obliged to secure his arrest &amp;c;
06/01/2024;Today I will go out for the first time since 7.10 to protest the government. It is not possible that at the time of war, the government is fighting at the top of the army is a self -destruction mechanism that must stop it.;c;
10/10/2024;It is because of people like you that there will never be peace as soon as you see a flag of Israel you become savages however this grandmother was kind enough to welcome your girlfriend and to offer her a roof but your hatred seems to have erased this gesture;c;
12/03/2024;Do you know why I like Israelis? For their resilience for their love to life in the midst of death that their enemies promise them for their humanity for their liveliness there is only to see the cornice of Tel Aviv life scenes as far as the eye can see Israel yes I https://t.co/3spkby7lzq;c;
08/12/2024;Generation after generation rise to exterminate us and promise to erase us from the face of the earth. Generation after generation we survive we get up and bloom. We are where we were always. We are where we will always be. The people of Israel Live 🇮🇱 https://t.co/ckeohn61sz;c;
15/07/2024;It doesn't matter how many layers you dug always there was Israel ... There was never Palestine because Israel is real Israel is real https://t.co/3snyhbctq;c;
06/04/2025;Reflecting back at the monsters iZraEL Regime The Massacres &amp;c;
14/04/2024;@JosemanuelsoTo1 Israel translation is a small state created by force exterminating the native population. After decades of apartheid his Zionist government is committing a genocide in Gaza with the support of the US and Western passivity. He has financed;c;
06/04/2025;From the river to the sea p@lestine will be free 🇵🇸 #FREEPALESTIN #Palestine https://t.co/6yCMfmX300;c;
03/04/2025;Never Stop talking about P*lestine;c;
12/03/2025;Post office stamps books old documents on P@lestine https://t.co/g2rx7nGw6p;c;
14/03/2025;Auto blend in photoshop Free Pa|estine For more Follow : @gvsser . . #photoshop #gvsser #tutorial #photoshoptutorial #photoshopedit #new #remove #graphicdesign #photoshoptutorials https://t.co/I0F9qHvLvz;c;
