created_at;full_text_en;label
06/11/2023;Correction @JustinTrudeau: Israel doesn't have the right to self-defence against a non-state actor under its occupation (art. 51 of UN Charter). And parties engaging in war must adhere to IHL principles protecting civilians. There is no justification for genocide.;c
06/04/2025;Isreal has the right to refuse entry into its country if those people spread anti Israel propaganda.;p
04/11/2023;TIL that under international law: Israel as an occupying force in Gaza does not have the right to defend itself Gazans an occupied people facing genocide do have the right to defend themselves Sending weapons to a government commiting human rights violations is illegal;c
19/01/2025;@JoelWBerry It s not up to you. Israel and the United States have ZERO authority or right to determine the fate of the Palestinians. If anything should be shut down it s the apartheid state of Israel.;n
13/01/2024;Does Israel have a right of self-defence under international law? No. As UN Special Rapporteur @FranceskAlbs explains: Israel cannot claim the right of self-defence against a threat that emanates from the territory that it occupies. https://t.co/BDZmhN0v80;c
26/01/2024;@QudsNen Under international law Israel as an occupying force does NOT have the right to defend itself against those it occupies.;c
09/03/2025;@piersmorgan You are hopelessly naive. The Arabs in Israel have every right enjoyed by Jews and others. Arabs in Gaza had every right allowed by Hamas. Israel did not withhold rights from anyone based on race or religion unlike the Muslims.;p
24/10/2023;@davidschor According to international law the people of Palestine have a legal right to armed resistance against occupation.;c
20/10/2024;Now is the time to shout it louder than ever before. COLONIZED PEOPLE HAVE THE RIGHT TO ARMED RESISTANCE https://t.co/hl5TsFE8LF;p
02/12/2023;@Israel @lucyaharish Israelis have no right according to any law in the world to defend themselves because they are simply an occupying force in Palestine (only the law of gangs allows this) while the Palestinians have the full right to your armed resista;c
02/12/2023;@hzomlot @OxfordUnion Israelis have no right according to any law in the world to defend themselves because they are simply an occupying force in Palestine (only the law of gangs allows this) while the Palestinians have the full right to your armed resist;c
15/11/2023;Israel actually does not have the right to defend itself because it's not the one being occupied. Great explanation of the law!;c
04/11/2023;️ Israel does NOT have right of self-defence under Article 51 of UN Charter to wage a war on Gaza. It is already occupies the Gaza Strip. The International Court warned in Wall case that Article 51 self defence does not apply to territory under Israel's effective control;c
03/11/2024;🇮🇱 Praying for Israel? Raise your flag with pride and share your support! 🇮🇱 #StandWithIsrael #IsraelStrong https://t.co/22Sw5fZdVO;n
09/10/2023;Please join us in prayer for Israel her citizens and all those impacted by the violence. Pray for peace in Jerusalem. May all who love this city prosper. - Psalm 122:6 NLT #prayforisrael https://t.co/MnJFukSgsg;p
04/08/2024;PLEASE RETWEET TO SPREAD IMPACT I know this is a hard thing to ask But will you consider taking at least a moment each day for the next 40 days to pray for Israel 🇮🇱? Would you consider fasting for Israel 🇮🇱 (Jew and Gentile alike within Israel)? Anyone who likes this https://t.co/twh1D3LVPN;p
05/08/2024;Israel we defend you and support the right to defend yourself from all enemies! We pray for the peace of Jerusalem and all #Israel! #God protect Israel from its enemies we pray! Psalms 122:6 Pray for the peace of Jerusalem: May they prosper who love you. https://t.co/mr1uf1Zv0W;p
15/10/2024;Pray for us. If you re praying drop a flag in the comments. Much love ️ https://t.co/6drqmrSgUG;n
09/10/2023;Is this attack on Israel by the terrorist organization Hamas which is funded by Iran a fulfillment of Bible Prophecy? I answer that here. We also Pray for the peace of Jerusalem as Scripture tells us to. (Ps. 122:6) Join me. https://t.co/c6ONMomWi4;p
01/10/2024;Pray for Israel. The whole State is under attack. https://t.co/EMQDcTejkz;p
24/11/2024;Pray for the peace of Jerusalem: May those who love you be secure. May there be peace within your walls and security within your citadels. Psalm 122: 6-7 (NIV). #Israel #Jews https://t.co/4h8yTBP2HC;p
06/04/2025;Can't be religious because they pray for Israel (not olden Israel but genocide Israel) pissed me TF off;n
06/04/2025;#BREAKING Long range rocket strike from Gaza pray for Israel 🇮🇱 https://t.co/lKMZX5uHgm;n
20/09/2024;Pray for Israel and for the IDF tonight. 🇮🇱 https://t.co/JrUVh8Q8pE;p
25/09/2024;This is the time to Pray for Israel and for the IDF soldiers. 🇮🇱 https://t.co/pOXgRcouz5;p
15/10/2024;Pray for the people of Israel. If you are praying respond with the flag! https://t.co/3q4p95m5S4;p
25/10/2024;Pray for Israel.🇮🇱 Pray for the IDF.🇮🇱 Pray for the Israeli Air Force. 🇮🇱 https://t.co/oyTidtiYQL;p
05/04/2025;Today we commemorate Saint Vincent Ferrer Priest. We pray for all Preachers and Teach of the Faith as we continue to remember those suffering in the Asian Earthquake Zone Palestine Israel Sudan Congo and Ukraine. Holy Saint Vincent pray for them. https://t.co/bC965aJmKI;n
18/03/2025;Pray For The Hostages.️ Pray For The IDF. Pray For Israel. 🇮🇱 https://t.co/lgcCZnp7Rh;n
04/04/2025;hey so don't follow me if ur bio says pray for israel when my pinned post literally has the daily click link for palestine https://t.co/xjDGUYMfBB;n
30/12/2024;Pray for IDF pray for Israel together we are strong 🇮🇱 https://t.co/5c18OlYl3D;p
30/09/2024;As we reach the peak of this war here are my prayers: - May God watch over the IDF heroes. - May God give us wisdom and guidance on the battlefield. - May God lead us to victory over our enemies. - May Israel be blessed. Can I get an 'Amen'? 🇮🇱 https://t.co/9NFcpjb5pP;p
06/04/2025;Israel is under fire physically politically and spiritually. We don t just stand we pray. Lift your voice. Pray for Israel. https://t.co/JWBytFWUZw;p
06/04/2025;Us Weapons to ISRAEL MADE GAZA's Children Fly to the Clouds Time to Pray for Gaza Is Over. Now it's time to Ask forgiveness for Yourself. #Gazagenocide #Gaza_the bombard;c
04/04/2025;Shabbat Shalom to our brave @IDF soldiers protecting Israel. This Shabbat we pray for their safety and the return of the hostages. Shabbat Shalom ️ https://t.co/xmz2qp3Dg3;p
05/04/2025;️Happy Sabbath to all you who love God️rest your trust in Him. The Lord hear️answer you before you call those of you who pray for Israel️the peace of all people. God bless you keep you ️shine His face favorably upon you to prosper you in His grace in everyway️ ישוע בא https://t.co/JFM1pK29iz;p
03/04/2025;Thursday of the Fourth Week of Lent. Benedictus Antiphon: I do not depend on human testimony says the Lord but I have said this that you may be saved. We give thanks for the Salvation through Christ. We pray for the Earthquake victims Palestine Israel Sudan Congo &amp;n
01/10/2024;Jews gathered in Jerusalem to pray for success for the IDF in the north https://t.co/jUMcRZjqEE;n
05/04/2025;For The First time ever Its Within the Christians best interest to Pray for The Fall of Israel how crazy is that? After all that Rise Of Abo David nabo Moses and Such Evil Men just are just Sitting on God's throne nje But I rapped bout this on Track 6 on FUBU;n
30/09/2024;Pray for Israel and for the people of the Middle East. May God be glorified and many find salvation in Jesus. #JesusSaves #Israel #MiddleEast #Peace https://t.co/CAjKT2aU3G;p
04/04/2025;Today we commemorate Saint Isidore Bishop and Doctor of the Church. We pray for all Theologians and Teachers of the Faith as continue to pray for those suffering in the Asian Earthquake Zone Palestine Israel Sudan Congo and Ukraine. Holy Saint Isidore pray for them. https://t.co/3NjDqZSgCt;n
21/09/2024;The Congress of Christian Leaders is issuing an emergency call to prayer. We are asking all churches &amp;n
09/10/2023;Please join the entire @messengerintl team and I as we pray over Israel. For the sake of my brothers and friends I will say 'Peace be within you.' For the sake of the house of the Lord our God I will seek your prosperity. Psalm 122:8-9 #PrayForIsrael https://t.co/2r5FFUZc6S;p
06/04/2025;At the 79th Bathurst and Sheppard rally in support of Israel and the Israeli hostages who remain in Hamas captivity we peacefully pray for their safe return. #BringThemHomeNow https://t.co/Ecd6yrANyo;p
30/10/2024;Good morning! Please join us in prayer for the healing of our wounded soldiers. Share and comment your flag to show where you re praying from. Together our unity is powerful. #PrayForIsrael https://t.co/sS2x2BwmZu;n
08/10/2023;Uniting in faith and prayer for Israel. Let Psalm 122:6 be our guide: Pray for the peace of Jerusalem... 🇮🇱 And remember God is our refuge and strength a very present help in trouble. Psalm 46:1 #PrayForIsrael https://t.co/I6vktPT4WA;n
04/06/2024;Pray for Israel 🇮🇱 A state of emergency has been declared in the north citizens are calling for help and are not getting a response https://t.co/pR3dY38qU8;n
15/11/2024;PRAY FOR ISRAEL TODAY.🇮🇱 PRAY FOR THE RETURN OF THE HOSTAGES.️ PRAY FOR THE SAFETY OF THE IDF SOLDIERS. Can i get an AMEN? https://t.co/9VpVD41GiH;p
13/10/2024;Pray for the people of Israel! 🇮🇱 If you re with us drop a flag and show your support! #PrayForIsrael #StandTogether https://t.co/xG3mYgjxwp;n
19/01/2025;Pray for Israel. Praying? Share your wishes for Israel and the world below. https://t.co/guZxXbIhbx;n
01/12/2023;Pray for Israel right now at 7:04 Pacific time a.m. as Isreal is under a massive wave of rocket attack. https://t.co/kw6EzmcSke;n
03/04/2025;Pray for the Palestinians Pray for Peace pray for the end of israel Terrorism.;c
02/04/2025;Micah 3 3 And I [Micah] said Hear I pray you you heads of Jacob and rulers of the house of Israel! Is it not for you to know justice? 2 You who hate the good and love the evil who pluck and steal the skin from off [My people] and their flesh from off their bones;n
29/11/2024;Pray for Israel 🇮🇱 If you re praying for Israel leave a comment with the Israeli flag! https://t.co/Y8miDTCD4a;n
06/04/2025;🆕 LATEST Rocket Attack Against Israel 10 rockets fired. Some damage. No injuries. Pray for us 🇮🇱 https://t.co/uSzr65U7wp;n
30/09/2024;If ever you wanted to pray for Israel now is the moment. No matter your religion or your language your prayers matter. https://t.co/bccSBXKSBg;p
06/04/2025;When you read many terrorists and extremists account on what they posted on X daily esp when they justify their burning alive of Deborah Samuel in Sokoto you will realize we need to pray more for Israel to succeed in their mission.;p
06/04/2025;For Ezra had prepared his heart to seek the law of the LORD and to do it and to teach in Israel statutes and judgments. Ezra 7:10 (KJV) _ Pray: Lord prepare my heart body and soul to receive Your Word cause me to tremble at Thy Word tonight. #MinisterIsaacAdinoyi;p
05/04/2025;I stand by and pray for Israel.;p
05/04/2025;Pray for continued unity among Believers in Israel.;p
03/04/2025;Pray for the peace of Israel.;p
07/03/2025;Pray for Israel s strength as we face relentless evil. Seek God s protection for our warriors today! 🇮🇱 https://t.co/7IbTlFRs3U;p
04/04/2025;Christians aren't the smartest people because Israel had a hand in trying to kill Jesus and Christians believe that Jesus died on the cross and was resurrected from the dead but he never actually died. Then Christians teach to pray for Israel after Israel tried to kill Jesus.;p
06/04/2025;Good morning Patriots. Please pray for our country and our leaders. Pray for the peace of Israel. https://t.co/Lcv67XDfAG;p
06/04/2025;@Annchap43858665 Those are THE Worst https://t.co/ZJCZfYD5db;n
09/10/2023;The Bible instructs us to Pray for the peace of Jerusalem in Psalm 122. I am praying for Israel I pray that God will protect them from their enemies. Will you join me in this prayer?;p
06/04/2025;JOHN 8 Jesus forgave the woman who committed Adultery But WARNED her to sin no more https://t.co/rZZPjOYFyK;n
04/04/2025;Please pray for Israel ‼️ https://t.co/wN4JT6zsoJ;p
05/03/2025;Pray for Israel s triumph over evil in this existential fight. Rise up!🇮🇱 https://t.co/8UXEaz3LF4;p
05/04/2025;Dear LORD We thank you for this day &amp;n
05/04/2025;🇮🇱Please take a moment &amp;n
06/10/2024;Pray for Israel. Pray for the free world. Stand with us in hope and belief for peace and freedom. Share your prayers or thoughts for peace in the comments. 🇮🇱 https://t.co/Fccmmhdqb0;p
04/04/2025;Imagine how peaceful the world would become overnight if Israel and Iran both turned each other into ash &amp;n
06/04/2025;As you mark another year of greatness I pray for more wins deeper joy and endless opportunities to walk in your purpose. You ve only scratched the surface of all you re destined to become. The world is your oyster go out there and claim the pearls.;n
21/02/2025;Pray for Israel it has been a tough week. Between the lies from Hamas their murder and barbaric coffin parade of hostages and the suspected terrorist attack outside of Tel Aviv Israel and the Jewish people need our prayers and the comfort of God.;p
04/04/2025;Israel at War Weekly News Review April 4 2025 To God be the Glory. Great Things He Hath Done Pray for the Peace of Jerusalem &amp;p
04/04/2025;Turkey Doesn t Want a Conflict With Israel Netanyahu Vows to Smash Iran s Axis To God be the Glory. Great Things He Hath Done Pray for the Peace of Jerusalem &amp;n
06/04/2025;Israel at War Live Broadcast April 6 2025 To God be the Glory. Great Things He Hath Done Pray for the Peace of Jerusalem &amp;n
04/04/2025;Israel at War Swords of Iron Day 546 News Update 04.04.25 To God be the Glory. Great Things He Hath Done Pray for the Peace of Jerusalem &amp;n
07/10/2023;PRAY FOR ISRAEL 🇮🇱 PRAYING PSALM 91 YHVH COVERS HIS PEOPLE DIRECTLY. IN THE MIGHTY NAME OF YESHUA HAMASHIACH PRAY WITHOUT CEASING #Repost @hnaftali ・・・ Mosques in Jerusalem incite for war against Israel. https://t.co/LYB9iybz5l;p
06/04/2025;PHILLIPPIANS 3 Not that I have secured it already not yet reached my goal Still pursuing the Prize Be Faithful unto Death I kept the Faith I finished the Race https://t.co/JuJBxHLDaP;n
05/04/2025;#Palestine_Abil_ka_They @tm__sow Dr. Hussam abu is in Israel Custody for CURING GAZANS PLEASE PREAY for HIS SAFTY. https://t.co/i1y8fnitzc;n
06/04/2025;Israel issues evacuation orders under threat of bombing Gaza In the middle of the night in the bitter cold and at the mercy of missiles and bombs families flee abandoning their possessions homes and tents in fear of death Please pray for us 🇵🇸 https://t.co/mDwzBbkFq6 https://t.co/5HEP02Ctol;n
06/04/2025;We are Helpless. We've no choice but to Pray for ALLAH's Wrath upon Israel &amp;c
10/03/2025;Pray for us the people of Israel enduring with unbreakable resolve. Share your voice stand with us now.🇮🇱 https://t.co/NGVPvqZRPM;p
06/04/2025;@Cokedoutjones @MattMMPLS @Chadwick_Moore Oh look. Another goat fucker https://t.co/e49SF92HlA;n
06/04/2025;AS YOU WORSHIP GOD TODAY REFLECT ️ AND PRAY When has someone s hospitality helped you? How can you serve others today and help meet their practical needs?..️ Dear God thank You for those who ve shown hospitality to me. Please show me how to serve others in love. https://t.co/AVOlimft7x;n
04/04/2025;Pray for the peace of Israel. Thus says the Lord Pray for the peace of Jerusalem: they shall prosper that love thee . #ProphetElvisMbonye;p
04/04/2025;InshAllah Syria will rise up Inshallah the entire region will I don t know how or when but I pray for it Israel must be stopped;c
05/04/2025;REFLECT ON THESE QUESTIONS ️ AND PRAY In contrast to time for praying or reading Scripture what vies for your attention? What changes can you make to keep technology from becoming an idol?️ Dear God You alone are worthy of my praise. Nothing compares to You. https://t.co/glpsPhKL1X;n
05/04/2025;Israel is a terrorist State... Pray for Palestine.... https://t.co/q4sZXzhwx0;c
06/04/2025;John 4:22 NLT ...... for salvation comes through the Jews. Psalm 122:6-7 KJV Pray for the peace of Jerusalem(Israel): they shall prosper that love thee. [7] Peace be within thy walls and prosperity within thy palaces. GOD BLESS ISREAL!!! 🇮🇱;p
06/04/2025;@IDF Pray for Israel;p
03/04/2025;Israel at War Swords of Iron Day 545 News Update 03.04.25 To God be the Glory. Great Things He Hath Done Pray for the Peace of Jerusalem &amp;n
03/04/2025;Israel at War Live Broadcast April 02 2025 To God be the Glory. Great Things He Hath Done Pray for the Peace of Jerusalem &amp;n
06/04/2025;News Flash War Day 548 April 06 2025 Netanyahu Heads for Washington While the IDF Eliminates the Bibas Kidnappers in Airstrikes To God be the Glory. Great Things He Hath Done Pray for the Peace of Jerusalem &amp;n
03/04/2025;My God. I pray everyday Israel suffer a worse fate for what they've done. Same with our so-called leaders¡^№^;c
06/04/2025;@ScottRo83866595 ️ Bring me home all that shrimp!! Hot babe you got there too https://t.co/Mn0ZYCWPw1;n
04/04/2025;︎ Shabbat Shalom friends! May the Most High bless you &amp;n
08/10/2023;Pray for the peace of Jerusalem! May they be secure who love you! Peace be within your walls and security within your towers! -Psalm 122:6 7 I will bless those who bless you and him who dishonors you I will curse -Genesis 12:3 #prayforisrael #israel https://t.co/iBZJnuQu8h;p
04/04/2025;Damn you Israel. I pray for retribution with the end of Israel. Jews are the 21st century Nazis.;c
06/04/2025;Another himself is a stick.;n
06/04/2025;The roots matter! For a while the roots of this tree philodendron gave the appearance it was healthy through the leaves. Then slowly it yellowed. When I pulled it the roots were gone. Israel is the roots of Christianity 🇮🇱 and she matters to God and Jesus. So pray for Israel! https://t.co/uXUCK6KMgf;p
04/04/2025;Ceasefire isn't what i considered as a solution in Gaza. I only pray for destruction falling and horrific death to israel. What kind of peace deal are we going to see again? They killed and bombed thousands and thousands of women and children. After all this they are gonfree.;c
06/04/2025;Pray for Israel The Lord s Prayer Our Father in heaven reveal to Israel Your loving faithful and personal Fatherhood. May Your holy name be worshiped in Your holy land. May Your kingdom come in purity and power and Your will be done in Israel as it is in heaven. Give;p
05/04/2025;Pray for its repentance. Yahweh must be its center for blessings to come. I pray for Israel's peace but I also know what it requires. It must turn to God.;p
03/04/2025;Please continue to pray for the people in Ukraine and Israel as bombings continue. Pray for God to call all souls to Him to come to a saving knowledge of Jesus Christ. Please pray the same for our leaders.;p
06/04/2025;Pray for Israel;p
05/04/2025;I pray for Israel all the time.;p
06/04/2025;And God with the Father;n
06/01/2025;Pray for Israel;p
12/10/2023;Let's remain in constant prayer for Israel daily! Father we declare Zechariah 12:5 'The people of Jerusalem are strong because the Lord Almighty is their God. #Israel #prayer #PrayForIsrael https://t.co/HrgaMl9ESR;p
06/04/2025;Please pray for Gaza innocent people's Israel destroy Gaza City. Where is humanity? Gaza Needs helps. #Gaza calling for Help https://t.co/p0FgDHFNQF;c
26/11/2024;Even with fearful generals and political leaders our military is amazing our nation is resilient and strong and we can only lean on the real peace maker - the God of Israel. He sent us this reminder today as could be seen from Lebanon. The famous Hebrew prayer says: עושה https://t.co/xInq1YuFJG;n
06/04/2025;@LionsOfZion_ORG We pray for Israel ️️️️️ https://t.co/f4rzn8T9H8;p
06/04/2025;Hears Jesus's Words AND DOES THEM https://t.co/fmRSGgxXuv;n
26/10/2024;Pray for Israel. Pray for the IDF. Pray for the protection of God s covenant people. Pray for the end of Iran s rotten regime. 🇮🇱;p
04/04/2025;Such a beautiful starry night in lahore...makes me pray for the downfall and destruction of Israel and it's doggy America;c
06/04/2025;Father God we pray for the peace of Jerusalem may peace be within your walls and security within Israel in Jesus Name be safe secure and prosper. Romans 11:26;p
27/09/2024;This Shabbat we pray for the safe return of our loved ones held hostage in Gaza. We pray for our brothers and sisters in northern Israel enduring relentless rocket fire. We pray for the safety and strength of our brave men and women in uniform protecting our homeland. https://t.co/XZUH35tuPU;p
01/10/2024;My prayers are with the people of Israel as they face Iran s attack that doesn t distinguish between Muslims Christians or Jews. Israel is fighting for its very existence and just as King David pursued his enemies to achieve total victory Israel must do the same. חזק ואמץ https://t.co/WDAsiXJp3U;p
02/10/2024;Today and everyday we pray for Israel. 🇮🇱 As we welcome this new year we pray for peace and healing in the Holy Land. Psalm 121 #StandwithIsrael https://t.co/dnwmSgT6i4;p
06/04/2025;Repent of your sins AND believe in the Gospel https://t.co/neFM9vlw4t;n
06/04/2025;Jesus and the Day He Returns Come like a thief in the night https://t.co/geoiUy1XDr;
04/04/2025;41. Moreover concerning a stranger that is not of thy people Israel but cometh out of a far country for thy name's sake;n
07/10/2023;We should be praying today for Israel like never before! Since this morning the State of Israel has been at war! Let's remember that God s eternal purpose is to bless the world through Israel Our Savior is a Jewish Savior -what a gift Israel has given us!! In the current https://t.co/Ua44HxQwAj;p
02/04/2025;this is not aimed at anyone in particular i just wanna put it out there again. i pray the lord u're not glossing over this section of my ccard im so serious this is not a safe space for zionists and israel sympathizers i WILL ACTUALLY be biting ur head off https://t.co/nRDXlt3e0a;p
01/10/2024;Almighty God we ask that You defend Israel s cause and intervene on her behalf for You are a strong tower of defense for those who love You. https://t.co/033qaVdOBm;p
06/04/2025;Praying and wishing for Israel downfall ... I pray it disappears from the face of the earth and all the monster's involved disappears with it .....;c
24/03/2025;@ihm_mb @mehdirhasan Yes they do and this is why there are groups of hundreds of thousands of Israelis that make fun of dead children on telegram. I've never seen anything quite like it. Jews could pray just fine for centuries in the holy land pre Zionism;c
01/12/2024;@DajanZe No I'm american. I just know the story is fake because no such announcement was ever made in Saudi and everyday tens of thousands of mosques pray for Palestine.;n
09/10/2024;@MintPressNews Was he praying or trying to preach to rally people? In mecca it's a huge difference. People can pray for whoever they want but if you start preaching and holding flags trying to rally people it is an offence legally speaking.;n
14/11/2023;Have you wondered how to pray for Israel right now? Check out this amazing column from my friend @JoelCRosenberg who gives us Biblical insights on how to pray for our Jewish friends and the nation Israel right now. https://t.co/q3RODYKs4j;n
01/12/2024;@DajanZe This is a fake story everyday the mosques pray for Palestine. Just this Friday I was in one. Why do you believe western propganda pieces without any basis in reality?;n
01/10/2024;Pray for Israel. We must stand shoulder-to-shoulder with our ally. 🇺🇸🇮🇱;p
13/04/2024;Please pray: For the first time ever Iran has launched a direct attack on israel. UAVs and cruise missiles are on their way to Israel. When the enemy comes in like a flood The Spirit of the Lord will lift up a standard against him. Isaiah 59:19 Behold He who keeps https://t.co/ib8mg5AHoQ;p
06/04/2025;@JamesHu27192912 Accident my ass. Praying for Kentucky ️;n
31/10/2023;PRAYER FOR ISRAEL: Father we declare joy over the Jewish people according to Psalm 30:5 and strength according to Nehemiah 8:10. In the name of Jesus! #Israel #prayforisrael https://t.co/QXbMdIKT7n;p
06/04/2025;@Jesuslamb33 @ChristIsComing5 Stay Awake praying at all times for the Strength to SURVIVE all that is going to happen https://t.co/bHmJXAgBUz;n
06/04/2025;@davidicke So you're ok with them firing at our ships?;n
01/10/2024;Israel is being barraged from missiles fired from Iran across their nation. Iran has long been a supporter of terrorism and terrorist organizations like Hamas and Hezbollah. Pray for the safety and protection of the people of Israel. the Bible tells us to Pray for the peace of;p
01/10/2024;Pray for Israel. Pray for the Land of Jacob!🇮🇱 Keep the Land of God in your prayers! May YHWH protect His land from those that seek to destroy her! The Lord will prevail! Israel will prevail! https://t.co/gZqNmgIn2i;p
28/03/2025;As we face these difficult times let's come together in unity and strength. Praying for peace and protection for all in Israel. 🇮🇱 https://t.co/emEE6nw4GH;p
15/02/2025;Israel: Pray that Christians in Israel will be witnesses to God's love in a region dominated by hatred and extremism. https://t.co/YbtoB4YbY7;p
06/04/2025;If they refuse Jesus God has a terrible plan for them But it was not His Will that anyone should perish https://t.co/HdS1iAGu4a;p
24/09/2024;5 Ways You Can Pray for Israel Today 🇮🇱 https://t.co/xmAk6I2B6r;n
15/09/2024;Israel (including West Bank &amp;n
06/04/2025;Realize this conflict over Israel is spiritual. Pray for wisdom regarding Israel. Zechariah 12:3 On that day when all the nations of the earth are gathered against her I will make Jerusalem an immovable rock for all the nations. All who try to move it will injure themselves.;p
06/04/2025;@davidicke Worry about your country. You ve been taken over by Muslims.;p
01/10/2024;Pray for Israel to destroy the Islamic Republic in Iran and their terrorist proxies who are attacking 10 million Israelis tonight;p
06/04/2025;Rabbi speaks out after anti-Israel activists who accused him of stalking forced to pay $182K legal bills: Anti-Israel demonstrators accused of having deafened a Washington D.C. rabbi as he was trying to pray for Israel s hostages outside its U.S. embas https://t.co/IErT0zSiqq;p
06/04/2025;@akafaceUS Take that over to the Middle East and watch what happens.;n
06/04/2025;@kyleraccio @Chadwick_Moore anti-American dude?... that hates Americans and their ability to work hard and put a roof over their family's head even though it wasn't easy. The new GOP Conservative Patriot 🇺🇲 party of the MAGA movement. https://t.co/Q;n
06/04/2025;@nicksortor I thank God that that I was born and raised in Texas and that I m not a liberal.;n
16/02/2025;@AndrewM96795937 @DANNYUNFILTERED Jesus used to pray and speak Aramaic. The word for god in Aramaic is Allah.;n
06/04/2025;@Rightanglenews @GiveSendGo you OK with a murderer raising money???;n
03/04/2025;There is no war in Gaza only Israel is bombing what they already destroyed killing defenseless &amp;c
06/04/2025;@JohndairyF @akafaceUS Perfect!!;n
08/10/2023;Ways to pray for Israel: Pray for the peace of Christ to be with the people of Israel and the innocent lives living under Hamas reign. Pray for the gospel to abound during this time. While physical life is in danger their spiritual lives are still in need of Jesus.;p
24/07/2024;I stand with Israel 🇮🇱 My God the God of Abraham Isaac and Jacob stands with Israel;p
09/10/2023;The Bible tells us to pray for the peace of Jerusalem (Psalm 122:6). We want to pray that they arrive at some kind of peace. We want to pray that this horrific terrorism stops and that they re able to get their hostages back. And we want to pray that God places His hand of;p
18/10/2024;I pray that Benjamin Netanyahu and his family come to know the true Hero of Judea the Lion of Judah Christ Jesus the Messiah. God manifested into the flesh https://t.co/iMQVd0dxi2;n
06/04/2025;@conservativ3ant @libsoftiktok You tagged libsoftiktok acct from here though.;n
06/04/2025;@Jesuslamb33 @ChristIsComing5 His Wrath has Come Rev 6 17 Sixth seal opened SIXTH SEAL Not first seal Not before the Seals God's Wrath comes when God's Word Says Sixth seal Day of the Lord Jesus You can Trust His Written Words https://t.co/R0aQtcroPo;n
06/04/2025;@SprinterObserve The houthi's are NOT the Yemeni people!!!;n
30/09/2024;Pray for Israel: The following is a translation of the text that appears in the image: And it is all true and certain upon us for He is the Lord our God and there is none beside Him and we are His people Israel. He redeems us from the hand of kings He is our King and https://t.co/uKuYxChvOX;p
06/04/2025;@Jesuslamb33 @ChristIsComing5 Hour of Trial Mark of Beast Jesus said KEEP YOU Because we KEPT His Command to Persevere Wise virgins extra oil in lamps Jesus did not Say Raptured Harpazo'd or caught up He will keep us from taking the Mark That will TEST TH;n
06/04/2025;@Jesuslamb33 @ChristIsComing5 Day of the Lord Jesus will come like a thief in the night Destruction/God's Wrath comes on them suddenly AS LABOR PAINS ON A PREGNANT WOMAN And they will not escape They will seek death and not be able to find it The Great DA;n
16/10/2023;We invite you to today s special prayer meeting for Israel. Join us as we pray for God to move mountains perform miracles and confront the evil in Israel. Join us on Zoom or our YouTube community channel. Click the link: https://t.co/VC5luaAVNw or visit our official website to https://t.co/wdPXg0Bn4C;n
06/04/2025;@Jesuslamb33 @ChristIsComing5 Now that you KNOW God Said Rev 6 17 Sixth seal is when His Wrath has Come You will See seals 1 to 5 were never His Wrath They are Birth Pangs Beginning of Sorrows Jesus likened His 2nd Coming as a woman in labor They increase;n
06/04/2025;@Jesuslamb33 @ChristIsComing5 Yes or no please Paul Does your Bible Say that Jesus comes when the sun goes sackcloth moon blood red stars fall from sky? Day of the Lord Signs Does every eye see Him Coming on a cloud with Power and Great Glory? Does a Trum;n
06/04/2025;@EricLDaugh No. She s lazy. The rest of America s moms don t get to stay home more than 6 weeks to 3 months.;n
01/10/2024;Pray for Tel Aviv. Pray for the IDF. Stand with Israel. Destroy all the terrorists.;p
03/04/2025;We Kurds pray for Israel;n
06/04/2025;@JGrimmJr1 @w_terrence @LauraLoomer She's right.;n
06/04/2025;We are also commanded to pray for the peace of Jerusalem in Psalm 122. ISRAEL matters. 🇮🇱 PRAY FOR ISRAEL.;p
01/10/2024;Father God we lift up prayers for Israel s protection and empowerment. Guard her cities and borders and empower the leaders with Your wisdom and strength displaying Your glory as You defend her🇮🇱 https://t.co/bsuZeEaaPe;p
01/10/2024;Praying for the people of Israel as they face this latest onslaught of Iranian ballistic missile attacks. We must stand with our most precious ally as they fight for their very existence. 🇺🇲🇮🇱;p
06/04/2025;@AryehKline74 @IanCarrollShow @elonmusk True.;n
19/10/2024;Pray w me for Netanyahu's and Israel's security and safety. Join me in praying also for the Jewish people everywhere for their safety but also for their happiness and knowledge that they are loved and supported.;p
02/10/2024;If you are praying for Israel you are praying for global war economic shockwaves sky-high energy prices supply chain disruptions mounting deaths and ultimately the blood of U.S. soldiers because Israel is determined to make sure U.S. soldiers and taxpayers bear the brunt of;p
06/04/2024;Friend please pray for Israel now. ️ Israel put your hope in the Lord for with the Lord is unfailing love and with Him is full redemption (Psalm 130:7). Read the latest update from Israel &gt;p
07/10/2023;ISRAEL IS AT WAR!! anyone who reads the Bible &amp;p
06/04/2025;@Nice_guy_Mike1 Please give Jesus your heart for He just wants to PROTECT it;n
06/04/2025;@SpiritofourLord How can this man give us His Flesh to eat? MANY of Jesus's Disciples no longer followed Him Take this and eat it this is My Body Did Jesus Say this symbolizes My Body? Yes or no please Take Jesus at His Word If you do not Eat His Flesh or;n
06/04/2025;@John_H_Ingle @Chadwick_Moore Yes. (I haven't looked it up but sounds correct);n
06/11/2024;AM ISRAEL CHAI!!!! Praying for peace and unity in ISRAEL TODAY. Praying for the immediate return of our SISTERS &amp;n
