conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username;;
1906069404623769638,Sat Mar 29 19:42:13 +0000 2025,0,This is why I will always stand with Isreal.,1906069404623769638,,,en,,0,0,0,https://x.com/undefined/status/1906069404623769638,1667801830280003591,;;
1905441570335191146,Fri Mar 28 02:07:26 +0000 2025,1,Yes however I watched your interview tonight with Bret and you said what I have been saying that those spitting the propaganda are the evil ones and it shouldn t be allowed Majority of us support You!!,1905441570335191146,,,en,,0,0,0,https://x.com/undefined/status/1905441570335191146,1596515190178304002,;;
1845444654906437685,Sun Oct 13 12:41:07 +0000 2024,289,From Gaza to Lebanon Iran and beyond all those who stand for what is right just and on the side of good versus evil humanity versus barbarism and believe in the Rule of Law and Dignity of Life will stand with Israel as a bulwark of the West and our democratic values! https://t.co/pnmKPT1Pp1,1845444654906437685,https://pbs.twimg.com/media/GZxWILSXEAQf3jN.jpg,,en,,2,79,66,https://x.com/undefined/status/1845444654906437685,351120282,;;
1904604236081430963,Tue Mar 25 18:40:10 +0000 2025,1,I unequivocably stand with Palestine and against the U.S./Isreal genocide. 🇵🇸,1904604236081430963,,,en,,0,0,0,https://x.com/undefined/status/1904604236081430963,3259149810,;;
1906466629103259910,Mon Mar 31 00:56:30 +0000 2025,0,@LionsOfZion_ORG G morning guys. I stand with Isreal/US and I bel that Isreal has all it takes to defend their land the people of Israel etc. As you are doing that rem ur brothers and sisters in Biafra land who r battling islamization of their ancestral land by d Islamic extremists in Nigeria.,1906510884819628289,,LionsOfZion_ORG,en,,0,0,0,https://x.com/undefined/status/1906510884819628289,1796471651720187904,;;
1908789759549243578,Sun Apr 06 22:33:10 +0000 2025,0,@wesstreeting @YuanfenYang Who gives a damm about Labour politicians not isreal nor millions of British citizens we stand with isreal.,1909011528243695857,,wesstreeting,en,,0,0,0,https://x.com/undefined/status/1909011528243695857,1836348306802233344,;;
1841314296703115462,Wed Oct 02 03:08:32 +0000 2024,495,I do not stand with Israel as an American. This is what they do and the US &amp; NATO pretend Iran s targeted strikes are terrorism. Enough. Show the world Israel is a terrorist enemy of the world built on lies. And those supporting it are complicit terrorists too.,1841314296703115462,,,en,,8,21,183,https://x.com/undefined/status/1841314296703115462,45500908,;
1903343317460611111,Sun Mar 23 05:12:21 +0000 2025,0,@YisraelOfficial Proud Bharatiya 🇮🇳 Proudly stand with Isreal 🇮🇱 My dear Jew friends ️ ️,1903676167829241914,,YisraelOfficial,en,,0,1,0,https://x.com/undefined/status/1903676167829241914,603873344,;;
1904658898155442210,Thu Mar 27 18:07:58 +0000 2025,0,@VividProwess 100% I stand with Isreal and always will.,1905320909319405852,,VividProwess,en,,0,0,0,https://x.com/undefined/status/1905320909319405852,2450627685,;;
1905074370642608170,Thu Mar 27 03:27:01 +0000 2025,0,@YisraelOfficial It s the right thing to do. Isreal was attacked and has every right to defend herself from the savages. If my neighbour attacked my home family and friends they would suffer. I stand with Isreal with every fibre of my being. 🇮🇱⭐️,1905099210187227298,,YisraelOfficial,en,,0,0,0,https://x.com/undefined/status/1905099210187227298,392564528,;;
1867238662884245948,Thu Dec 12 16:02:43 +0000 2024,223,Standing with Israel is standing on the right side of history. Show your support. Get your gear on https://t.co/3Bp1PJBmNp https://t.co/VoWENuXm6h,1867238662884245948,https://pbs.twimg.com/media/GenDqqUWIAAGA8o.jpg,,en,,2,16,31,https://x.com/undefined/status/1867238662884245948,619400667,;;
1903635376138227881,Sun Mar 23 02:30:16 +0000 2025,0,Always!!,1903635376138227881,,,en,,0,0,0,https://x.com/undefined/status/1903635376138227881,1596515190178304002,;;
1903515686967685590,Sat Mar 22 19:21:49 +0000 2025,1,@EliAfriatISR I stand with Isreal!,1903527554549506113,,EliAfriatISR,en,,0,0,0,https://x.com/undefined/status/1903527554549506113,1597440462763220993,;;
1908527350800593233,Sat Apr 05 14:29:13 +0000 2025,1,Do you know actually @Keir_Starmer your a disgrace after you made a speech to release the sausages you have done nothing infact you have condoned these barbarians with speeches about Muslims they're killing Christians don't you care? I stand with Isreal your a disgrace https://t.co/DTD7CSxgRA,1908527350800593233,https://pbs.twimg.com/tweet_video_thumb/GnxzgcqWIAAZXoe.jpg,,en,,1,0,1,https://x.com/undefined/status/1908527350800593233,1732710704950427648,;;
1839645985699508622,Fri Sep 27 12:39:16 +0000 2024,430,We need to stand with Israel as it defends itself against Islamist terrorists and protects the values we hold dear. Instead we are turning our backs.,1839645985699508622,,,en,,3,39,34,https://x.com/undefined/status/1839645985699508622,329409320,;;
1903638525234368549,Sun Mar 23 02:42:46 +0000 2025,3,Hell yes,1903638525234368549,,,en,,0,0,0,https://x.com/undefined/status/1903638525234368549,1596515190178304002,;;
1903515686967685590,Sun Mar 23 13:38:29 +0000 2025,3,@EliAfriatISR I stand with Isreal.,1903803539333230907,,EliAfriatISR,en,,0,0,0,https://x.com/undefined/status/1903803539333230907,319774481,;;
1794968779866145170,Fri Apr 04 21:20:55 +0000 2025,0,@Tam_Khan We Stand with Isreal and Peace,1908268569399378144,,Tam_Khan,en,,0,0,0,https://x.com/undefined/status/1908268569399378144,1084666321265139713,;;
1903604605315129603,Sun Mar 23 00:27:59 +0000 2025,0,I stand with Isreal,1903604605315129603,,,en,,0,0,0,https://x.com/undefined/status/1903604605315129603,749044777354604544,;;
1903480661148832049,Sat Mar 22 19:37:08 +0000 2025,0,@ThrillaRilla369 @JackWallace888 @MattWallace888 I stand with Isreal not rogue government agents that are the same here in America.,1903531407449747513,,ThrillaRilla369,en,,0,0,0,https://x.com/undefined/status/1903531407449747513,1749110806690562048,;;
1908068058284937284,Sat Apr 05 17:10:54 +0000 2025,0,@CherylWroteIt @emilyraustin I m at a loss real believers would NEVER say something like that. True Christian theology LOVES ISREAL AND THE PEOPLE!!! Not hate them. Unfortunately most people do not read their bibles. I m sorry to see something like that!! We will always stand with isreal and its people!!!,1908568039102308422,,CherylWroteIt,en,,0,0,0,https://x.com/undefined/status/1908568039102308422,1889739849848029184,;;
1906605407612670209,Mon Mar 31 17:32:10 +0000 2025,0,@CherylWroteIt Thank you Cheryl for speaking the truth. I Stand With Isreal,1906761452041429490,,CherylWroteIt,en,,0,0,0,https://x.com/undefined/status/1906761452041429490,1561001556652294149,;;
1895054836011352386,Thu Feb 27 10:14:15 +0000 2025,672,Raise your hand if you stand with Israel! 🇮🇱 https://t.co/npzzR92FtU,1895054836011352386,https://pbs.twimg.com/media/GkyWVHJXIAAta0N.jpg,,en,,5,122,71,https://x.com/undefined/status/1895054836011352386,2886307114,;;
1746514190926328074,Sun Jan 14 12:46:46 +0000 2024,180, Stand With Israel would have us believe that solidarity with 7 October victims implies consent to the IDF s slaughter in Gaza. Tens of thousands of Palestinians killed or maimed millions displaced. Our so-called leaders are complicit in this horror. When will they say enough?,1746514190926328074,,,en,,1,11,56,https://x.com/undefined/status/1746514190926328074,1003589475715420161,;;
1906013480198832285,Sat Mar 29 16:05:36 +0000 2025,0,@EliAfriatISR Yes we stand with Isreal,1906014888700375429,,EliAfriatISR,en,,0,0,0,https://x.com/undefined/status/1906014888700375429,1494762279514034184,;;
1908795891240022129,Sun Apr 06 09:12:34 +0000 2025,1,@LXSummer1 Good morning LX. Must be quite warm in Russia right now,1908810050107211806,,LXSummer1,en,,0,1,0,https://x.com/undefined/status/1908810050107211806,848769898297819136,;;
1909027229822054582,Sun Apr 06 23:35:34 +0000 2025,0,Philippians 3:10 NLT [10] I want to know Christ and experience the mighty power that raised him from the dead. I want to suffer with him sharing in his death https://t.co/ijxSZ5uDcP https://t.co/zp5QA7IOH9,1909027229822054582,https://pbs.twimg.com/media/Gn46JgzWMAEkreV.jpg,,en,,0,0,0,https://x.com/undefined/status/1909027229822054582,1449943487613390851,;;
1904572868047888408,Tue Mar 25 16:48:39 +0000 2025,26,@News24 @MandaKhoza Great he stand with Isreal whites stand with @BrentBozell,1904576172605702353,,News24,en,,0,5,0,https://x.com/undefined/status/1904576172605702353,1892273889679400961,;;
1903515686967685590,Mon Mar 24 00:54:56 +0000 2025,0,@EliAfriatISR I stand with Isreal 🇺🇸🇮🇱,1903973772589195329,,EliAfriatISR,en,,0,0,0,https://x.com/undefined/status/1903973772589195329,1827758464421998592,;;
1905689237749727368,Fri Mar 28 18:34:24 +0000 2025,0,@realDonaldTrump You stand with Isreal as they continue to murder innocent Palestinians. Where exactly is the peace you are talking about,1905689950131212699,,realDonaldTrump,en,,0,0,0,https://x.com/undefined/status/1905689950131212699,2965667753,;;
1907388549894144377,Wed Apr 02 11:04:02 +0000 2025,2,@elonmusk I have been seeing advertisements for the Tesla PI Phone is this real and where can I find them to purchase please,1907388549894144377,,elonmusk,en,,0,0,0,https://x.com/undefined/status/1907388549894144377,1596515190178304002,;;
1904339244622942342,Tue Mar 25 19:22:11 +0000 2025,0,@CENTCOM Americans don t stand with isreal stop wasting our money on bs wars because your leaders wanted to fuck little kids.,1904614810416710003,,CENTCOM,en,,0,0,0,https://x.com/undefined/status/1904614810416710003,1284960905105674240,;;
1841159354914898024,Tue Oct 01 16:53:45 +0000 2024,490,@IDF Stand with Israel as it faces challenges. Support its right to defend itself and seek peace.🇮🇱,1841159581084631301,,IDF,en,,1,143,21,https://x.com/undefined/status/1841159581084631301,1600585334,;;
1724488544335392943,Tue Nov 14 18:04:43 +0000 2023,55666,Does Israel have a right of self-defence under international law? No. As UN Special Rapporteur @FranceskAlbs explains: Israel cannot claim the right of self-defence against a threat that emanates from the territory that it occupies that is kept under belligerent occupation. https://t.co/BpCkpfIBKF,1724488544335392943,https://pbs.twimg.com/ext_tw_video_thumb/1724485624630042625/pu/img/3ijCZcyRp_7HPwOm.jpg,,en,,2217,1389,28107,https://x.com/undefined/status/1724488544335392943,3161331104,;;
1847612841953472641,Sat Oct 19 12:16:43 +0000 2024,3520, Israel has a right to target civilians . It's official. The White House State Department is confirming https://t.co/HwWbulLpSU,1847612841953472641,https://pbs.twimg.com/ext_tw_video_thumb/1847612825268543488/pu/img/EhkNPZ53P3NyXqlc.jpg,,en,,346,312,1596,https://x.com/undefined/status/1847612841953472641,1128337957289697281,;;
1847673677887725675,Sat Oct 19 16:18:27 +0000 2024,30307, Israel has a right to target civilians. Straight from the U.S. State Department. Remember this the next time they dare lecture the world about human rights. https://t.co/nu0UtyltbX,1847673677887725675,https://pbs.twimg.com/amplify_video_thumb/1847673667687239680/img/vjosJ-RIZ_tGMKGf.jpg,,en,,640,1021,12397,https://x.com/undefined/status/1847673677887725675,3293406121,;;
1847358812333687029,Fri Oct 18 19:27:17 +0000 2024,885,- Israel has the right to target civilians but it also has an obligation to minimize civilian casualties and take all steps to do so. Sick https://t.co/rICEZQ7pO3,1847358812333687029,https://pbs.twimg.com/ext_tw_video_thumb/1847358801206226944/pu/img/4fLHykYnRTv_72HV.jpg,,en,,57,216,444,https://x.com/undefined/status/1847358812333687029,1128337957289697281,;;
1909014446573305926,Sun Apr 06 22:44:46 +0000 2025,0,And who will be in touch with this gov to make the case for anti-Israel bias? And the blatant antisemitism? This has been jumped upon. The UK has no right to tell Israel what to do.,1909014446573305926,,,en,,0,0,0,https://x.com/undefined/status/1909014446573305926,1573513512,;;
1908946280757293430,Sun Apr 06 18:13:54 +0000 2025,4,The British Left have literally campaigned to keep Trump out of the UK. Israel like any country has every right to prevent whomever they want from entering. They do not even need to give a reason. Again this holier-than-thou pontificating is so tedious now. Literally SU,1908946280757293430,,,en,,0,0,1,https://x.com/undefined/status/1908946280757293430,1360195828120485892,;;
1738176210641764828,Fri Dec 22 12:34:37 +0000 2023,22672,A reminder that Israel has no right to defend itself as an occupying power under international law. The only thing Israel can do is end the occupation. Palestinians however have the legal right to defend themselves resist occupation and return to their homes.,1738176210641764828,,,en,,92,656,9203,https://x.com/undefined/status/1738176210641764828,2858419898,;;
1908965649474351198,Sun Apr 06 19:30:52 +0000 2025,83,️Badenoch is right - Israel like any sovereign nation has the right to control its borders &amp;;
1835882611136168152,Tue Sep 17 03:24:58 +0000 2024,19060,No Israel does not have a right to defend itself in Gaza. But the Palestinians do. https://t.co/cPUy3oWb6H,1835882611136168152,,,en,,100,516,4105,https://x.com/undefined/status/1835882611136168152,1633259659,;;
1908935330365141254,Sun Apr 06 19:53:47 +0000 2025,587,@AdamBienkov Israel has the right to protect Israel. A more pertinent question might be why Labour are funding an anti-Israel PR exercise from taxpayer money when we apparently can't afford winter fuel payments for pensioners on less than minimum wage?,1908971416025735453,,AdamBienkov,en,,0,29,32,https://x.com/undefined/status/1908971416025735453,1400081599,;;
1864557819665760644,Thu Dec 05 06:30:00 +0000 2024,220,Israel has the right to defend itself from threats. Protecting its citizens from violence is a basic right for every nation. #facts https://t.co/qlRLsNIuPi,1864557819665760644,https://pbs.twimg.com/media/Gd_ltyCWMAAYQQy.png,,en,,0,18,43,https://x.com/undefined/status/1864557819665760644,1693318718158200832,;;
1750974206643142970,Fri Jan 26 20:09:17 +0000 2024,287,Under UN law #Israel doesn't have the right to defend itself. The occupied population has this right. By giving this false right (#US &amp;;
1892046454472179741,Wed Feb 19 03:00:01 +0000 2025,2725,Let s be real: anyone who isn t completely delusional knows that Israel has every right to annex Gaza and wipe out every last one of those Hamas terrorists that s still alive. It s called self-defense. It s called justice.,1892046454472179741,,,en,,17,215,432,https://x.com/undefined/status/1892046454472179741,1117210361592205312,;;
1908981369411092841,Sun Apr 06 20:33:20 +0000 2025,4,If you re in these zones please stop being stubborn and move to Al Mawasi. Especially if you have children take them to safety don t keep them in the red zones because of your own stubbornness and pride. Israel has the right to respond to attacks legally as any other nation in,1908981369411092841,,,en,,0,0,0,https://x.com/undefined/status/1908981369411092841,45000818,;;
1892128357501858082,Wed Feb 19 15:04:27 +0000 2025,2,@rambunctiousson @receipts_lol We did already. All Oct 7 footage and after has been submitted to the ICC. You do realize that it accounts for around 0.02% of the total footage right?,1892228762961432975,,,en,,0,1,0,https://x.com/undefined/status/1892228762961432975,1841113170229776389,;;
1858331261229744204,Mon Nov 18 02:07:53 +0000 2024,551,Stop this. No state has a right to exist. Israel is recognized as a state by the UN but that recognition doesn t grant it the right to subjugate Palestinians strip them of their rights and steal their land. Recognition isn t a license for oppression.,1858331261229744204,,,en,,1,30,127,https://x.com/undefined/status/1858331261229744204,277513651,;;
1908888475262124369,Sun Apr 06 14:24:12 +0000 2025,0,Noga is an indispensable journalist (there are too few Israel-related reporters in English like her who are neither in thrall to far right hasbara nor to far left hadashbara). That being said this tweet needs to be qualified: the Supreme Court has not yet issued such a ruling.,1908888475262124369,,,en,,0,1,0,https://x.com/undefined/status/1908888475262124369,886953060538437637,;;
1909030116602019905,Sun Apr 06 23:47:02 +0000 2025,1,Yes because no nation on earth has an inherent right to existence and even more so has no right to existence on the basis of ethnonationalism. Crazy that y all have yet to grasp that a lot of us have morally consistent reasons to oppose Israel,1909030116602019905,,,en,,0,1,0,https://x.com/undefined/status/1909030116602019905,1315445895807332353,;;
1895109242610184389,Fri Feb 28 19:59:37 +0000 2025,0,@TruthSting @richimedhurst That's nonsense. We pay around a trillion a year to them and it has reached the point where we create wars to sustain the spending. Let me guess you probably think we went to Afghanistan and Iraq for Al Qaeda and weapons of mass destruction right?,1895564535999926329,,TruthSting,en,,0,1,0,https://x.com/undefined/status/1895564535999926329,1841113170229776389,;;
1908965965225935127,Sun Apr 06 19:32:07 +0000 2025,1607,Michael Knowles lays out it perfectly: I really don't get all the Israel hate. When people on the right are suddenly marching with Greta Thunberg and supporting Islamist governments something I think has gone wrong there. https://t.co/j53pGHjAat,1908965965225935127,https://pbs.twimg.com/amplify_video_thumb/1908866551769337856/img/m46ubDX1KutotKbQ.jpg,,en,,8,162,113,https://x.com/undefined/status/1908965965225935127,1249148165112160257,;;
1908960596273381517,Sun Apr 06 19:10:47 +0000 2025,1505,Israel is at war. It has the right to decide who enters its borders. End of,1908960596273381517,,,en,,8,159,96,https://x.com/undefined/status/1908960596273381517,329409320,;;
1908957663292948971,Sun Apr 06 18:59:08 +0000 2025,1288,Michael Knowles (not a religious Zionist) says I really don't get all the Israel hate. When people on the right are suddenly marching with Greta Thunberg... &amp;;
1908836409038852570,Sun Apr 06 19:03:19 +0000 2025,18,@SkyNews Good for Israel. No one has the right to enter any sovereign country.,1908958715430253007,,SkyNews,en,,0,0,0,https://x.com/undefined/status/1908958715430253007,550415486,;;
1908885868158365845,Sun Apr 06 15:22:07 +0000 2025,23,@Ami61495883 @ComicDaveSmith Funny. You and I agree about almost everything but I like and admire Sam. On Trump he's so intense I've felt he has some blindspots. (I thought Ferguson made the better points when he did the show recently.) But Sam has been right a LOT. And on Israel he's been masterful and,1908903049818407042,,Ami61495883,en,,0,5,0,https://x.com/undefined/status/1908903049818407042,4564109238,;;
1908849773391630530,Sun Apr 06 11:50:25 +0000 2025,172,Israel has the sovereign right to control its borders and deny entry to individuals especially those who advocate for its destruction. It's perplexing that some spend considerable effort criticizing Israel and then expect to be welcomed. https://t.co/p4rTkwOiCM,1908849773391630530,https://pbs.twimg.com/media/Gn2XPCZWQAAYWEq.png,,en,,0,25,41,https://x.com/undefined/status/1908849773391630530,1249148165112160257,;;
1908960181590835649,Sun Apr 06 19:09:09 +0000 2025,27,Meet Heba Farouk Mahfouz. She s a reporter at WaPo s Cairo Bureau and has published over 50 articles on the war since Oct. 16 2023 just 11 days after Hamas massacre. The issue? She supports Hamas and denies Israel s right to exist. https://t.co/GidU03ZQGR,1908960184917221553,https://pbs.twimg.com/media/Gn37J7wXoAAX7Cf.jpg,HonestReporting,en,,0,2,8,https://x.com/undefined/status/1908960184917221553,14389225,;;
1908988577456812180,Sun Apr 06 21:01:58 +0000 2025,33,One of the Labour MPs refused entry into Israel was Yuan Yang. On Oct 7 2023 we saw the greatest number of Jews killed on any day since the Holocaust. Here is what Ms Yang tweeted on that day Absolutely nothing!! Why she thinks she has a right to travel to Israel beats me https://t.co/ezmv5PsO6G,1908988577456812180,https://pbs.twimg.com/media/Gn4W_eDWgAE3q4L.jpg,,en,,1,5,10,https://x.com/undefined/status/1908988577456812180,757537572,;;
1908836409038852570,Sun Apr 06 11:22:17 +0000 2025,72,@SkyNews Every Sovereign Nation on the face of the Planet has the right to decide who can and cannot enter their Country Israel is no exception,1908842694908031068,,SkyNews,en,,0,2,1,https://x.com/undefined/status/1908842694908031068,28966660,;;
1908827809767645506,Sun Apr 06 12:48:56 +0000 2025,474,@RhonddaBryant They weren t detained you JewHater liar. They were offered the chance to appeal and returned to the UK at the Israeli taxpayer s expense. Israel has every right to secure its borders. All you antisemite filth do is lie and lie and lie.,1908864502105276502,,RhonddaBryant,en,,1,7,15,https://x.com/undefined/status/1908864502105276502,1490752337081778184,;;
1908655947603685481,Sun Apr 06 18:16:15 +0000 2025,45,@EdwardMorelloWD @CommonsForeign Good for Israel. No one has the right to enter any country. Every country has the right to deny entry to anyone it doesn t want entering. Hope that helps.,1908946870644130156,,EdwardMorelloWD,en,,0,1,0,https://x.com/undefined/status/1908946870644130156,550415486,;;
1908775982464376925,Sun Apr 06 16:08:34 +0000 2025,122,@Abtisam_Mohamed @YuanfenYang Yuan Yang MP (below right) who represents Earley and Woodley is the first Chinese born MP in the House of Commons. She has called for sanctions to be placed upon Israel and spoken about how Israel kills women and children. The second Labour MP is Abtisam Mohamed who is the,1908914740799418547,,Abtisam_Mohamed,en,,1,6,15,https://x.com/undefined/status/1908914740799418547,1857470651512111104,;;
1908978977668223142,Sun Apr 06 20:23:50 +0000 2025,23,The Labour Party is anti-semitic &amp;;
1908651749943943373,Sun Apr 06 16:23:30 +0000 2025,50,@GBNEWS Good for them...Israel has the right to refuse terrorists on their land!,1908918497804992842,,GBNEWS,en,,0,0,1,https://x.com/undefined/status/1908918497804992842,188386758,;;
1908978015985336746,Sun Apr 06 20:20:00 +0000 2025,102,Can someone explain why Russell Brand has gone to Israel? Who exactly will he know out there for starters.,1908978015985336746,,,en,,1,42,10,https://x.com/undefined/status/1908978015985336746,1636717466645585926,;;
1896312000399249488,Mon Mar 03 10:21:25 +0000 2025,995,@VividProwess I have news for you. Israel doesn t have the right to illegally occupy maim humiliate incarcerate mass murder and starve a people for decades. Israel has the legal obligation to remove itself from an illegally occupied land and the whole world of the free people will fight,1896506191062106351,,VividProwess,en,,4,22,167,https://x.com/undefined/status/1896506191062106351,1801976902594203648,;;
1891758632624111977,Tue Feb 18 12:11:42 +0000 2025,0,@SWORDLOGOS @MenchOsint No the government too. I love how you link me a source and the only source is: Blinken Lmao. You realize the US has been saying this for 20 years right?,1891822898966331398,,SWORDLOGOS,en,,0,1,0,https://x.com/undefined/status/1891822898966331398,1841113170229776389,;;
1908913211383947656,Sun Apr 06 16:02:30 +0000 2025,0,Yet again Israel is in the right to exclude these two idiots who were determined to spy and undermine a nation. Israel has every right to defend itself against being removed from this world which is what the Islamist sub Humans intend. You are a simpleton and an opportunist.,1908913211383947656,,,en,,0,0,0,https://x.com/undefined/status/1908913211383947656,1216007016021360643,;;
1908918514796093645,Sun Apr 06 16:23:34 +0000 2025,13,In addition to believing Israel has the right to cut off food water and electricity to Gaza I m assuming you also believe Israel also has the right to repeatedly target and assassinate medics? @Keir_Starmer,1908918514796093645,,,en,,0,0,7,https://x.com/undefined/status/1908918514796093645,1740741375971270656,;;
1836087152628605059,Tue Sep 17 20:27:10 +0000 2024,316,@DPJHodges According to #InternationalHumanitarianLaw Israel does not have the right to self-defense. An occupying power does not have the right to defend itself from the occupied! An occupied people have the right to resist including through armed struggle! https://t.co/W9kIjpeEnl,1836139858873717137,https://pbs.twimg.com/media/GXtHeHIakAEenpb.jpg,DPJHodges,en,,2,10,39,https://x.com/undefined/status/1836139858873717137,448110417,;;
1908857066455781466,Sun Apr 06 12:19:24 +0000 2025,66,Israel has a right to enforce national security especially at a time of war. The fact that Labour MP s posed a threat to that is something Labour should be questioning . Not the security protocols of a democratic ally.,1908857066455781466,,,en,,0,4,8,https://x.com/undefined/status/1908857066455781466,126291413,;;
1838674157732794833,Tue Sep 24 21:03:19 +0000 2024,334,@Byoussef As an occupier Israel HAS NO RIGHT TO DEFEND ITSELF AGAINST THE PEOPLE IT OCCUPIES. That's enshrined in international law. That means Gaza the occupied West Bank occupied Golan Height in Syria and the Shaaba farms in Lebanon all have the right to resist Israeli occupation.,1838685670514319845,,Byoussef,en,,2,25,51,https://x.com/undefined/status/1838685670514319845,323847624,;;
1812220349733642352,Sat Jul 13 20:19:35 +0000 2024,293,Israel hasn t crossed new lines. Israel had already crossed all the lines 76 yrs ago. Israel has the right which nazi germany had. Any right given to Israel should be treated as a concession you would ve been willing to give to nazi germany.,1812220349733642352,,,en,,2,3,122,https://x.com/undefined/status/1812220349733642352,1408864813334159365,;;
1855570482491260977,Sun Nov 10 11:19:05 +0000 2024,70,@MyLordBebo Good china has the right to defend itself,1855570873412886793,,MyLordBebo,en,,0,3,1,https://x.com/undefined/status/1855570873412886793,1841113170229776389,;;
1719999098609078586,Thu Nov 02 08:45:15 +0000 2023,6659, All the US and its allies can do is talk about Israel's supposed right to self-defense even though as an occupying power it does not have that right which was confirmed by an advisory opinion of the International Court of Justice in 2004. Such behavior by the United States https://t.co/cysJSwEqpk,1719999098609078586,https://pbs.twimg.com/media/F96qEKuWEAANtqw.jpg,,en,,105,194,2902,https://x.com/undefined/status/1719999098609078586,1128337957289697281,;;
1908994285619536009,Sun Apr 06 21:24:39 +0000 2025,5,This news is NOT making the news in Israel because these are two unknown Labour MPs who used their parliamentary privilege to gain entry into Israel to further demonise it and failed. @KemiBadenoch was asked a question and she answered that every country has the right to,1908994285619536009,,,en,,0,0,2,https://x.com/undefined/status/1908994285619536009,88960514,;;
1908919849205514591,Sun Apr 06 16:45:49 +0000 2025,13,8) Notice the ladder and open area at the back of these two Palestinian fire trucks. They re the same or very similar models. The one on the left is the one destroyed by Israel. On the right is one the Israeli government has seen before. Let s continue⬇️ https://t.co/8u8KKc8X14,1908924113915162932,https://pbs.twimg.com/media/Gn3cXXxWYAAVixZ.jpg,FluteMagician,en,,0,1,2,https://x.com/undefined/status/1908924113915162932,1653488849643884557,;;
1712504198678397264,Thu Oct 12 16:23:12 +0000 2023,7773, Israel has an absolute right to defend itself. Vacuous sloganeering. No absolute right to self-defence exists. The right to self-defence is qualified. International law explicitly prohibits what Israel is now doing to Gaza as well as the occupation in its entirety.,1712504198678397264,,,en,,111,430,2871,https://x.com/undefined/status/1712504198678397264,385326089,;;
1909002531843305908,Sun Apr 06 21:57:25 +0000 2025,34,But Israel has the right to defend itself.,1909002531843305908,,,en,,0,2,6,https://x.com/undefined/status/1909002531843305908,1607255623,;;
1900560850336854256,Sat Mar 15 15:34:41 +0000 2025,82,@JonnyRoot_ I think because we now know the establishment has been lying about many things it brings history into question for many. They are lying about an active genocide right now in front of everyone's eyes.,1900933680014500047,,JonnyRoot_,en,,0,2,12,https://x.com/undefined/status/1900933680014500047,1841113170229776389,;;
1908785496202883107,Sun Apr 06 22:42:58 +0000 2025,35,@DVATW Israel has every right to say who can stay and who must leave. 1/ Was the British tax payer funding their trip? 2/ What did that trip have to do with their Constituency or Britain?,1909013994075042219,,DVATW,en,,0,3,6,https://x.com/undefined/status/1909013994075042219,315826539,;;
1861167791182696495,Mon Nov 25 21:59:14 +0000 2024,667,Having stated throughout that Israel had the right to defend itself it'll soon be time for the leaders of the world to say that Israel has the right to cut Gaza's population to less than half its current size and that the 'West Bank' is really 'Judea and Samaria'.,1861167791182696495,,,en,,1,12,354,https://x.com/undefined/status/1861167791182696495,91870534,;;
1845766576408072583,Mon Oct 14 10:00:19 +0000 2024,3204,Israel has a right to defend their homeland by any means necessary. https://t.co/EQnFilmbUD,1845766576408072583,https://pbs.twimg.com/ext_tw_video_thumb/1845766544489398278/pu/img/jUrYUDcPBqcURT6p.jpg,,en,,24,105,568,https://x.com/undefined/status/1845766576408072583,722528529716383744,;;
1908811719150870662,Sun Apr 06 17:05:20 +0000 2025,25,@EdwardJDavey These MPs are being presumptuous assuming they can go anywhere they like. Israel has the perfect right to say who can and cannot enter their country. It s a pity we don t do the same.,1908929026850255116,,EdwardJDavey,en,,0,0,3,https://x.com/undefined/status/1908929026850255116,3218868310,;;
1864027014006722940,Tue Dec 03 19:20:46 +0000 2024,482, Israel has the right to defend itself. A moral right cannot be derived from an illegal act. Ex injuria jus non oritur.,1864027014006722940,,,en,,1,16,87,https://x.com/undefined/status/1864027014006722940,2892956818,;;
1908872031677849976,Sun Apr 06 18:19:00 +0000 2025,12,@AdnanHussainMP Remind us how many times you have spoken up about sanctioning Israel Every country has the right to control its borders it s a pity the uk doesn t do the same,1908947564696584460,,AdnanHussainMP,en,,0,0,0,https://x.com/undefined/status/1908947564696584460,939464308152520704,;;
1908836409038852570,Sun Apr 06 12:08:56 +0000 2025,344,@SkyNews One MP born in China the other in Yemen. Are they dual nationals. Israel has a right to reduce entry to terrorist supporters.,1908854432923517254,,SkyNews,en,,0,10,10,https://x.com/undefined/status/1908854432923517254,1518669890080718848,;;
1908946718218920124,Sun Apr 06 19:15:44 +0000 2025,25,@AdameMedia Israel has the right to fuck itself.,1908961840157295062,,AdameMedia,en,,0,0,2,https://x.com/undefined/status/1908961840157295062,1650884693183586305,;;
1908896840109482435,Sun Apr 06 16:57:56 +0000 2025,127,@carla_denyer @YuanfenYang @Abtisam_Mohamed Yet they support Hamas and want sanctions on Israel Oh and a country has a right to control its borders a pity the uk doesn t do the same,1908927164776349852,,carla_denyer,en,,0,3,5,https://x.com/undefined/status/1908927164776349852,939464308152520704,;;
